origin_id,dest_id,origin_lat,origin_long,dest_lat,dest_long,unidad,tipo_unidad,real_start,real_end,real_minutes,calculated_minutes,calculated_kms
35612,35596,20.3027,-99.8957,19.8885,-99.2431,21168,Thorton,2021-02-03 02:08:00,2021-02-03 05:20:00,192,139.20000000000002,111.46
34657,34746,21.9911,-103.2344,28.6709,-106.0646,35413,Thorton,2021-02-03 04:00:00,2021-02-04 11:24:00,1884,1196.8,931.02
34657,35027,21.9911,-103.2344,19.4163,-99.1468,33646,Thorton,2021-02-03 04:00:00,2021-02-03 20:33:00,993,841.6,629.23
35248,36393,19.6115,-99.2182,17.0681,-96.6954,19912,Thorton,2021-02-03 03:51:00,2021-02-03 17:36:00,825,582.4,495.62
35248,35371,19.6115,-99.2182,19.4032,-102.0542,21522,Thorton,2021-02-03 04:11:00,2021-02-03 17:34:00,803,436.8,384.16
35130,35064,20.3008,-99.8961,14.678,-92.1549,20261,Thorton,2021-02-03 04:35:00,2021-02-04 12:15:00,1900,1510.4,1268.84
35130,35064,20.3008,-99.8961,14.678,-92.1549,20262,Thorton,2021-02-03 04:41:00,2021-02-04 12:38:00,1917,1510.4,1268.84
35130,35064,20.3008,-99.8961,14.678,-92.1549,24175,Thorton,2021-02-03 04:30:00,2021-02-04 07:23:00,1613,1510.4,1268.84
35601,36889,25.5021,-100.9677,27.479,-99.6252,32580,Thorton,2021-02-03 08:47:00,2021-02-03 19:34:00,647,331.20000000000005,285.36
35599,36889,20.3687,-100.7933,27.479,-99.6252,31236,Thorton,2021-02-03 08:30:00,2021-02-04 10:08:00,1538,1171.2,966.48
35599,36889,20.3687,-100.7933,27.479,-99.6252,31192,Thorton,2021-02-03 08:30:00,2021-02-04 10:11:00,1541,1171.2,966.48
33705,33733,19.7048,-99.2033,19.095,-98.1895,16436,Thorton,2021-02-03 07:52:00,2021-02-03 14:43:00,411,209.60000000000002,165.65
33705,34603,19.7048,-99.2033,19.0195,-98.265,16432,Thorton,2021-02-03 07:54:00,2021-02-03 13:52:00,358,211.20000000000002,168.23
34136,34774,20.6184,-103.339,19.4664,-99.1437,19569,Thorton,2021-02-03 07:00:00,2021-02-03 14:26:00,446,584.0,532.6
35602,35581,22.0765,-100.8912,19.389,-98.9778,32416,Thorton,2021-02-03 07:08:00,2021-02-03 20:10:00,782,476.8,403.11
35599,35596,20.3687,-100.7933,19.8885,-99.2431,21175,Thorton,2021-02-03 06:33:00,2021-02-03 10:35:00,242,265.6,221.49
35599,35597,20.3687,-100.7933,20.721,-103.4845,37815,Thorton,2021-02-03 06:37:00,2021-02-03 12:44:00,367,432.0,343.22
33925,34129,23.2139,-106.3961,25.8839,-100.2385,41346,Thorton,2021-02-03 06:00:00,2021-02-04 10:04:00,1684,1032.0,848.54
35752,35753,18.0072,-93.5873,17.9877,-93.1538,21875,Thorton,2021-02-03 08:45:00,2021-02-03 10:18:00,93,81.60000000000001,56.15
35752,35753,18.0072,-93.5873,17.9877,-93.1538,21869,Thorton,2021-02-03 09:38:00,2021-02-03 11:06:00,88,81.60000000000001,56.15
34231,38041,19.7091,-99.2037,20.9022,-89.7266,24172,Thorton,2021-02-03 13:43:00,2021-02-05 16:41:00,3058,1547.2,1330.4
35599,35596,20.3687,-100.7933,19.8885,-99.2431,21175,Thorton,2021-02-03 13:41:00,2021-02-03 17:45:00,244,265.6,221.49
35602,36889,22.0765,-100.8912,27.479,-99.6252,37885,Thorton,2021-02-03 12:32:00,2021-02-04 03:06:00,874,880.0,724.35
34674,33703,19.654,-99.1891,19.5374,-98.8335,27453,Thorton,2021-02-03 13:48:00,2021-02-03 15:26:00,98,67.2,49.06
35601,36889,25.5021,-100.9677,27.479,-99.6252,29396,Thorton,2021-02-03 13:10:00,2021-02-03 19:10:00,360,331.20000000000005,285.36
34674,33703,19.654,-99.1891,19.5374,-98.8335,16788,Thorton,2021-02-03 13:51:00,2021-02-03 16:01:00,130,67.2,49.06
33815,34780,21.0559,-100.4705,20.0367,-99.251,38015,Thorton,2021-02-03 13:12:00,2021-02-03 16:27:00,195,256.0,205.37
35598,35565,25.8813,-100.2399,25.7024,-100.323,20867,Thorton,2021-02-03 13:48:00,2021-02-03 15:00:00,72,41.6,23.2
35601,36889,25.5021,-100.9677,27.479,-99.6252,34102,Thorton,2021-02-03 15:09:00,2021-02-03 19:15:00,246,331.20000000000005,285.36
35602,35596,22.0765,-100.8912,19.8885,-99.2431,26411,Thorton,2021-02-03 12:47:00,2021-02-03 16:50:00,243,422.40000000000003,347.49
35029,34709,25.6488,-100.3031,21.1213,-86.8492,30044,Thorton,2021-02-03 13:49:00,2021-02-06 00:52:00,3543,2740.8,2262.41
37726,35597,19.0712,-104.2896,20.721,-103.4845,31286,Thorton,2021-02-03 15:08:00,2021-02-03 19:19:00,251,347.20000000000005,293.45
35601,37750,25.5021,-100.9677,19.7379,-99.2003,23271,Thorton,2021-02-03 13:01:00,2021-02-04 11:54:00,1373,988.8000000000001,807.47
39041,39053,19.6586,-99.1886,27.4013,-99.5439,44774,Thorton,2021-02-03 10:03:00,2021-02-04 13:56:00,1673,1264.0,1064.51
35248,35421,19.6115,-99.2182,19.8529,-90.5314,21521,Thorton,2021-02-03 11:19:00,2021-02-04 16:10:00,1731,1363.2,1167.45
33705,33716,19.7048,-99.2033,25.8986,-100.2589,36141,Thorton,2021-02-03 11:57:00,2021-02-04 10:12:00,1335,1054.4,877.39
34136,34142,20.6184,-103.339,25.68,-100.4832,41314,Thorton,2021-02-03 12:00:00,2021-02-03 21:01:00,541,966.4000000000001,761.57
35248,35451,19.6115,-99.2182,28.6577,-106.1003,20068,Thorton,2021-02-03 10:16:00,2021-02-04 15:54:00,1778,1713.6000000000001,1408.69
35599,35598,20.3687,-100.7933,25.8813,-100.2399,44819,Thorton,2021-02-03 11:36:00,2021-02-04 13:55:00,1579,960.0,778.63
34080,34231,20.2764,-98.9544,19.7091,-99.2037,17457,Thorton,2021-02-03 09:53:00,2021-02-03 14:00:00,247,136.0,105.8
35599,35596,20.3687,-100.7933,19.8885,-99.2431,35522,Thorton,2021-02-03 11:40:00,2021-02-03 16:40:00,300,265.6,221.49
34080,34231,20.2764,-98.9544,19.7091,-99.2037,17582,Thorton,2021-02-03 09:54:00,2021-02-03 14:02:00,248,136.0,105.8
33705,37570,19.7048,-99.2033,17.9878,-92.981,35983,Thorton,2021-02-03 11:17:00,2021-02-04 10:14:00,1377,889.6,782.16
34080,34231,20.2764,-98.9544,19.7091,-99.2037,17512,Thorton,2021-02-03 10:48:00,2021-02-03 14:07:00,199,136.0,105.8
34080,34231,20.2764,-98.9544,19.7091,-99.2037,18317,Thorton,2021-02-03 10:47:00,2021-02-03 14:03:00,196,136.0,105.8
35029,34656,25.6488,-100.3031,17.6019,-100.0958,25143,Thorton,2021-02-03 18:47:00,2021-02-04 20:19:00,1532,1620.8000000000002,1224.39
35248,35449,19.6115,-99.2182,31.7395,-106.4293,44794,Thorton,2021-02-03 18:06:00,2021-02-05 21:51:00,3105,2177.6,1776.51
35601,36889,25.5021,-100.9677,27.479,-99.6252,29397,Thorton,2021-02-03 18:46:00,2021-02-03 23:21:00,275,331.20000000000005,285.36
34577,34593,24.943,-98.6446,21.0251,-101.2579,44792,Thorton,2021-02-03 18:11:00,2021-02-04 13:09:00,1138,958.4000000000001,705.88
35248,35465,19.6115,-99.2182,24.8235,-107.3713,19808,Thorton,2021-02-03 18:11:00,2021-02-04 15:55:00,1304,1388.8000000000002,1204.97
35596,35597,19.8885,-99.2431,20.721,-103.4845,41590,Thorton,2021-02-03 18:14:00,2021-02-04 12:53:00,1119,580.8000000000001,516.13
35599,35598,20.3687,-100.7933,25.8813,-100.2399,21176,Thorton,2021-02-03 19:43:00,2021-02-04 10:12:00,869,960.0,778.63
35540,34619,19.0975,-104.2835,19.0891,-98.1941,39088,Thorton,2021-02-03 19:24:00,2021-02-04 09:56:00,872,1032.0,874.72
35599,36889,20.3687,-100.7933,27.479,-99.6252,44821,Thorton,2021-02-03 17:12:00,2021-02-05 07:02:00,2270,1171.2,966.48
35599,36889,20.3687,-100.7933,27.479,-99.6252,33273,Thorton,2021-02-03 18:15:00,2021-02-04 12:55:00,1120,1171.2,966.48
35601,35596,25.5021,-100.9677,19.8885,-99.2431,22941,Thorton,2021-02-03 18:28:00,2021-02-04 11:56:00,1048,972.8000000000001,794.79
35599,35598,20.3687,-100.7933,25.8813,-100.2399,21176,Thorton,2021-02-03 18:21:00,2021-02-04 09:59:00,938,960.0,778.63
35598,35596,25.8813,-100.2399,19.8885,-99.2431,20652,Thorton,2021-02-03 15:36:00,2021-02-04 03:50:00,734,1054.4,869.16
34231,38045,19.7091,-99.2037,14.9064,-92.2715,17519,Thorton,2021-02-03 16:34:00,2021-02-05 13:03:00,2669,1345.6000000000001,1117.0
35601,35596,25.5021,-100.9677,19.8885,-99.2431,37550,Thorton,2021-02-03 15:54:00,2021-02-04 12:51:00,1257,972.8000000000001,794.79
34575,34585,20.6779,-103.3355,19.1788,-96.1763,41442,Thorton,2021-02-03 14:53:00,2021-02-04 16:27:00,1534,995.2,898.19
37726,35597,19.0712,-104.2896,20.721,-103.4845,39540,Thorton,2021-02-03 23:20:00,2021-02-04 05:35:00,375,347.20000000000005,293.45
37726,35597,19.0712,-104.2896,20.721,-103.4845,34969,Thorton,2021-02-03 23:20:00,2021-02-04 05:36:00,376,347.20000000000005,293.45
35612,35596,20.3027,-99.8957,19.8885,-99.2431,21170,Thorton,2021-02-03 22:12:00,2021-02-04 02:36:00,264,139.20000000000002,111.46
37726,35597,19.0712,-104.2896,20.721,-103.4845,34755,Thorton,2021-02-03 22:13:00,2021-02-04 04:48:00,395,347.20000000000005,293.45
37726,35597,19.0712,-104.2896,20.721,-103.4845,35265,Thorton,2021-02-03 22:13:00,2021-02-04 04:49:00,396,347.20000000000005,293.45
35602,35130,22.0765,-100.8912,20.3008,-99.8961,22411,Thorton,2021-02-03 23:31:00,2021-02-04 09:13:00,582,312.0,252.82
33703,33704,19.5374,-98.8335,20.6192,-103.3385,19056,Thorton,2021-02-03 05:08:00,2021-02-03 15:48:00,640,604.8000000000001,552.14
33703,33704,19.5374,-98.8335,20.6192,-103.3385,16518,Thorton,2021-02-03 05:07:00,2021-02-03 18:50:00,823,604.8000000000001,552.14
35601,35596,25.5021,-100.9677,19.8885,-99.2431,39383,Thorton,2021-02-03 21:54:00,2021-02-04 11:33:00,819,972.8000000000001,794.79
35601,36889,25.5021,-100.9677,27.479,-99.6252,44820,Thorton,2021-02-03 20:00:00,2021-02-04 01:42:00,342,331.20000000000005,285.36
35601,36889,25.5021,-100.9677,27.479,-99.6252,32580,Thorton,2021-02-03 20:00:00,2021-02-04 01:38:00,338,331.20000000000005,285.36
37726,35597,19.0712,-104.2896,20.721,-103.4845,35258,Thorton,2021-02-03 21:58:00,2021-02-04 04:22:00,384,347.20000000000005,293.45
34657,34666,21.9911,-103.2344,19.04,-98.193,44801,Thorton,2021-02-03 20:05:00,2021-02-04 13:34:00,1049,977.6,753.08
35752,35753,18.0072,-93.5873,17.9877,-93.1538,21915,Thorton,2021-02-03 08:41:00,2021-02-03 11:06:00,145,81.60000000000001,56.15
35752,35753,18.0072,-93.5873,17.9877,-93.1538,21914,Thorton,2021-02-03 08:47:00,2021-02-03 10:19:00,92,81.60000000000001,56.15
35602,35596,22.0765,-100.8912,19.8885,-99.2431,21037,Thorton,2021-02-03 20:14:00,2021-02-04 08:11:00,717,422.40000000000003,347.49
38082,34619,27.4335,-99.5556,19.0891,-98.1941,44812,Thorton,2021-02-03 20:24:00,2021-02-05 09:57:00,2253,1440.0,1219.75
35602,35596,22.0765,-100.8912,19.8885,-99.2431,38594,Thorton,2021-02-03 21:02:00,2021-02-04 03:36:00,394,422.40000000000003,347.49
35248,35409,19.6115,-99.2182,25.7014,-100.2579,19947,Thorton,2021-02-03 20:26:00,2021-02-04 14:26:00,1080,1078.4,881.9
35602,35597,22.0765,-100.8912,20.721,-103.4845,41187,Thorton,2021-02-03 20:30:00,2021-02-04 02:02:00,332,436.8,362.87
35599,35596,20.3687,-100.7933,19.8885,-99.2431,19571,Thorton,2021-02-03 21:37:00,2021-02-04 01:00:00,203,265.6,221.49
35601,35596,25.5021,-100.9677,19.8885,-99.2431,25575,Thorton,2021-02-03 20:32:00,2021-02-04 12:00:00,928,972.8000000000001,794.79
35601,35596,25.5021,-100.9677,19.8885,-99.2431,20227,Thorton,2021-02-04 00:05:00,2021-02-04 23:10:00,1385,972.8000000000001,794.79
35601,35596,25.5021,-100.9677,19.8885,-99.2431,23226,Thorton,2021-02-04 00:35:00,2021-02-04 12:57:00,742,972.8000000000001,794.79
35601,36889,25.5021,-100.9677,27.479,-99.6252,44817,Thorton,2021-02-04 01:04:00,2021-02-04 05:37:00,273,331.20000000000005,285.36
35601,35597,25.5021,-100.9677,20.721,-103.4845,20827,Thorton,2021-02-04 00:51:00,2021-02-04 12:57:00,726,934.4000000000001,725.02
35601,36889,25.5021,-100.9677,27.479,-99.6252,31788,Thorton,2021-02-04 01:17:00,2021-02-04 06:22:00,305,331.20000000000005,285.36
35612,35596,20.3027,-99.8957,19.8885,-99.2431,21168,Thorton,2021-02-04 01:34:00,2021-02-04 04:08:00,154,139.20000000000002,111.46
