origin_id,dest_id,origin_lat,origin_long,dest_lat,dest_long,unidad,tipo_unidad,real_start,real_end,real_minutes,calculated_minutes,calculated_kms
35248,35377,19.6115,-99.2182,20.6462,-105.2194,21522,Thorton,2021-02-08 20:04:00,2021-02-09 16:50:00,1246,980.8000000000001,848.62
35248,35403,19.6115,-99.2182,25.5778,-103.4072,20069,Thorton,2021-02-08 20:04:00,2021-02-09 18:44:00,1360,1156.8,963.25
35599,35669,20.3687,-100.7933,19.7193,-99.2175,20737,Thorton,2021-02-08 20:41:00,2021-02-08 23:05:00,144,265.6,227.67
35599,37816,20.3687,-100.7933,20.9053,-101.3894,34560,Thorton,2021-02-08 21:22:00,2021-02-09 00:43:00,201,148.8,107.58
35602,36889,22.0765,-100.8912,27.479,-99.6252,37885,Thorton,2021-02-08 22:02:00,2021-02-09 09:15:00,673,880.0,724.35
35602,36889,22.0765,-100.8912,27.479,-99.6252,37884,Thorton,2021-02-08 22:02:00,2021-02-09 09:15:00,673,880.0,724.35
35248,35361,19.6115,-99.2182,23.2467,-106.4381,21521,Thorton,2021-02-08 20:12:00,2021-02-09 17:01:00,1249,1150.4,999.23
38082,34623,27.4335,-99.5556,19.0548,-98.2081,20525,Thorton,2021-02-08 19:36:00,2021-02-10 04:17:00,1961,1443.2,1222.51
33815,39021,21.0559,-100.4705,19.0915,-98.1917,24997,Thorton,2021-02-08 21:34:00,2021-02-09 11:12:00,818,438.40000000000003,377.69
33703,37698,19.5374,-98.8335,19.3439,-97.9282,16788,Thorton,2021-02-08 10:35:00,2021-02-08 15:33:00,298,150.4,118.85
35601,36889,25.5021,-100.9677,27.479,-99.6252,32068,Thorton,2021-02-09 00:56:00,2021-02-09 08:15:00,439,331.20000000000005,285.36
35601,36889,25.5021,-100.9677,27.479,-99.6252,29396,Thorton,2021-02-09 00:56:00,2021-02-09 07:16:00,380,331.20000000000005,285.36
35602,35596,22.0765,-100.8912,19.8885,-99.2431,20273,Thorton,2021-02-09 00:52:00,2021-02-09 09:09:00,497,422.40000000000003,347.49
33815,35801,21.0559,-100.4705,20.0869,-98.3782,18833,Thorton,2021-02-09 01:31:00,2021-02-09 12:53:00,682,366.40000000000003,317.21
35601,35596,25.5021,-100.9677,19.8885,-99.2431,21174,Thorton,2021-02-09 02:06:00,2021-02-09 16:49:00,883,972.8000000000001,794.79
34080,34231,20.2764,-98.9544,19.7091,-99.2037,18317,Thorton,2021-02-09 09:42:00,2021-02-09 13:47:00,245,136.0,105.8
34080,34231,20.2764,-98.9544,19.7091,-99.2037,17582,Thorton,2021-02-09 09:42:00,2021-02-09 13:48:00,246,136.0,105.8
34080,34231,20.2764,-98.9544,19.7091,-99.2037,17512,Thorton,2021-02-09 09:42:00,2021-02-09 13:51:00,249,136.0,105.8
34080,34231,20.2764,-98.9544,19.7091,-99.2037,17585,Thorton,2021-02-09 09:42:00,2021-02-09 14:01:00,259,136.0,105.8
35602,36889,22.0765,-100.8912,27.479,-99.6252,31789,Thorton,2021-02-09 08:57:00,2021-02-09 22:40:00,823,880.0,724.35
35599,35130,20.3687,-100.7933,20.3008,-99.8961,26411,Thorton,2021-02-09 08:30:00,2021-02-09 11:20:00,170,166.4,134.41
35599,35130,20.3687,-100.7933,20.3008,-99.8961,20198,Thorton,2021-02-09 08:31:00,2021-02-09 10:42:00,131,166.4,134.41
35601,35596,25.5021,-100.9677,19.8885,-99.2431,21174,Thorton,2021-02-09 08:33:00,2021-02-10 16:35:00,1922,972.8000000000001,794.79
35596,37775,19.8885,-99.2431,18.0398,-92.9048,20215,Thorton,2021-02-09 23:59:00,2021-02-10 17:50:00,1071,926.4000000000001,811.02
34313,34314,19.151,-98.8605,19.3521,-99.0317,17471,Thorton,2021-02-09 10:55:00,2021-02-09 12:17:00,82,54.400000000000006,38.8
33703,33700,19.5374,-98.8335,19.7268,-101.2069,16505,Thorton,2021-02-09 08:36:00,2021-02-09 16:56:00,500,352.0,313.57
35248,35360,19.6115,-99.2182,20.6811,-101.3831,19951,Thorton,2021-02-09 08:05:00,2021-02-09 15:43:00,458,344.0,289.18
35599,35130,20.3687,-100.7933,20.3008,-99.8961,26905,Thorton,2021-02-09 07:32:00,2021-02-09 10:41:00,189,166.4,134.41
34080,34231,20.2764,-98.9544,19.7091,-99.2037,17457,Thorton,2021-02-09 09:43:00,2021-02-09 13:47:00,244,136.0,105.8
35599,35597,20.3687,-100.7933,20.721,-103.4845,20761,Thorton,2021-02-09 07:36:00,2021-02-09 14:08:00,392,432.0,343.22
34110,38541,19.6196,-99.1802,16.8429,-99.8124,17209,Thorton,2021-02-09 07:00:00,2021-02-09 17:56:00,656,481.6,410.04
35939,37741,19.7384,-99.2044,19.0648,-98.1591,22420,Thorton,2021-02-09 05:05:00,2021-02-09 11:28:00,383,219.20000000000002,170.7
35248,35364,19.6115,-99.2182,22.7556,-102.5371,19826,Thorton,2021-02-09 05:12:00,2021-02-09 15:26:00,614,689.6,574.14
35599,37771,20.3687,-100.7933,20.6093,-103.4075,20777,Thorton,2021-02-09 05:56:00,2021-02-09 12:56:00,420,417.6,335.78
33705,36696,19.7048,-99.2033,20.6143,-100.399,19196,Thorton,2021-02-09 06:00:00,2021-02-09 12:05:00,365,204.8,173.54
34619,34649,19.0891,-98.1941,17.0619,-96.7148,18030,Thorton,2021-02-09 05:46:00,2021-02-09 13:21:00,455,385.6,337.09
34619,34622,19.0891,-98.1941,18.8585,-97.0805,18024,Thorton,2021-02-09 05:54:00,2021-02-09 09:59:00,245,164.8,146.02
35599,35596,20.3687,-100.7933,19.8885,-99.2431,34176,Thorton,2021-02-09 07:27:00,2021-02-09 12:50:00,323,265.6,221.49
35599,35596,20.3687,-100.7933,19.8885,-99.2431,21175,Thorton,2021-02-09 13:48:00,2021-02-09 17:41:00,233,265.6,221.49
35601,37773,25.5021,-100.9677,27.4211,-99.5287,29396,Thorton,2021-02-09 13:15:00,2021-02-09 21:03:00,468,323.20000000000005,278.52
35599,35596,20.3687,-100.7933,19.8885,-99.2431,35522,Thorton,2021-02-09 12:12:00,2021-02-09 15:44:00,212,265.6,221.49
35599,35598,20.3687,-100.7933,25.8813,-100.2399,45379,Thorton,2021-02-09 13:27:00,2021-02-10 17:42:00,1695,960.0,778.63
35601,37773,25.5021,-100.9677,27.4211,-99.5287,44553,Thorton,2021-02-09 12:56:00,2021-02-09 21:01:00,485,323.20000000000005,278.52
35601,35597,25.5021,-100.9677,20.721,-103.4845,37550,Thorton,2021-02-09 12:29:00,2021-02-09 21:02:00,513,934.4000000000001,725.02
35599,35598,20.3687,-100.7933,25.8813,-100.2399,27562,Thorton,2021-02-09 11:20:00,2021-02-10 17:41:00,1821,960.0,778.63
38082,35011,27.4335,-99.5556,17.0655,-96.725,45073,Thorton,2021-02-09 12:00:00,2021-02-10 15:55:00,1675,1816.0,1553.26
38082,35510,27.4335,-99.5556,20.5704,-101.2151,32392,Thorton,2021-02-09 12:33:00,2021-02-10 04:25:00,952,1145.6000000000001,919.05
34778,35011,27.5635,-99.5988,17.0655,-96.725,23658,Thorton,2021-02-09 12:00:00,2021-02-10 21:23:00,2003,1835.2,1496.05
35130,39181,20.3008,-99.8961,18.0073,-92.9629,26905,Thorton,2021-02-09 12:03:00,2021-02-10 21:02:00,1979,1012.8000000000001,901.13
35599,35596,20.3687,-100.7933,19.8885,-99.2431,32936,Thorton,2021-02-09 10:56:00,2021-02-09 17:39:00,403,265.6,221.49
35597,35596,20.721,-103.4845,19.8885,-99.2431,32936,Thorton,2021-02-09 10:56:00,2021-02-09 17:26:00,390,580.8000000000001,516.13
38082,35011,27.4335,-99.5556,17.0655,-96.725,24789,Thorton,2021-02-09 12:38:00,2021-02-10 04:30:00,952,1816.0,1553.26
35248,35414,19.6115,-99.2182,17.9966,-92.9423,19955,Thorton,2021-02-09 11:00:00,2021-02-10 10:38:00,1418,892.8000000000001,782.41
33703,33700,19.5374,-98.8335,19.7268,-101.2069,41974,Thorton,2021-02-09 11:02:00,2021-02-09 21:52:00,650,352.0,313.57
35599,35598,20.3687,-100.7933,25.8813,-100.2399,21165,Thorton,2021-02-09 10:32:00,2021-02-10 00:54:00,862,960.0,778.63
35601,35130,25.5021,-100.9677,20.3008,-99.8961,22788,Thorton,2021-02-09 10:00:00,2021-02-09 17:51:00,471,862.4000000000001,700.11
38078,34313,14.6765,-92.1556,19.151,-98.8605,26673,Thorton,2021-02-09 17:44:00,2021-02-11 08:10:00,2306,1363.2,1104.93
35599,36889,20.3687,-100.7933,27.479,-99.6252,33252,Thorton,2021-02-09 19:32:00,2021-02-10 12:39:00,1027,1171.2,966.48
38082,34619,27.4335,-99.5556,19.0891,-98.1941,32419,Thorton,2021-02-09 19:32:00,2021-02-10 21:21:00,1549,1440.0,1219.75
35601,36889,25.5021,-100.9677,27.479,-99.6252,29397,Thorton,2021-02-09 19:32:00,2021-02-10 01:03:00,331,331.20000000000005,285.36
35599,37743,20.3687,-100.7933,19.6368,-99.0499,27826,Thorton,2021-02-09 18:19:00,2021-02-09 23:17:00,298,291.2,251.39
35601,37773,25.5021,-100.9677,27.4211,-99.5287,29915,Thorton,2021-02-09 18:20:00,2021-02-09 23:05:00,285,323.20000000000005,278.52
35248,35367,19.6115,-99.2182,21.4944,-104.8817,34752,Thorton,2021-02-09 19:00:00,2021-02-10 21:49:00,1609,809.6,717.95
34080,34231,20.2764,-98.9544,19.7091,-99.2037,17457,Thorton,2021-02-09 17:53:00,2021-02-09 22:11:00,258,136.0,105.8
35599,35596,20.3687,-100.7933,19.8885,-99.2431,32336,Thorton,2021-02-09 17:48:00,2021-02-09 22:30:00,282,265.6,221.49
35599,35596,20.3687,-100.7933,19.8885,-99.2431,32336,Thorton,2021-02-09 17:48:00,2021-02-09 23:32:00,344,265.6,221.49
35599,35598,20.3687,-100.7933,25.8813,-100.2399,21176,Thorton,2021-02-09 18:26:00,2021-02-10 12:37:00,1091,960.0,778.63
34402,37870,25.6931,-100.1578,17.9704,-92.811,23433,Thorton,2021-02-09 18:32:00,2021-02-11 11:54:00,2482,1784.0,1435.23
38078,34313,14.6765,-92.1556,19.151,-98.8605,45085,Thorton,2021-02-09 17:34:00,2021-02-11 13:39:00,2645,1363.2,1104.93
35599,35596,20.3687,-100.7933,19.8885,-99.2431,21168,Thorton,2021-02-09 15:39:00,2021-02-09 21:18:00,339,265.6,221.49
35601,35596,25.5021,-100.9677,19.8885,-99.2431,22942,Thorton,2021-02-09 16:15:00,2021-02-10 07:03:00,888,972.8000000000001,794.79
35602,35596,22.0765,-100.8912,19.8885,-99.2431,31953,Thorton,2021-02-09 15:39:00,2021-02-09 22:20:00,401,422.40000000000003,347.49
35599,35596,20.3687,-100.7933,19.8885,-99.2431,29589,Thorton,2021-02-09 16:22:00,2021-02-09 22:28:00,366,265.6,221.49
35599,35596,20.3687,-100.7933,19.8885,-99.2431,21169,Thorton,2021-02-09 16:38:00,2021-02-09 22:30:00,352,265.6,221.49
35596,35600,19.8885,-99.2431,20.5635,100.2496,41590,Thorton,2021-02-09 15:39:00,2021-02-10 13:38:00,1319,2080.0,1684.75
35597,37750,20.721,-103.4845,19.7379,-99.2003,45087,Thorton,2021-02-09 16:02:00,2021-02-10 09:53:00,1071,593.6,527.48
35602,36889,22.0765,-100.8912,27.479,-99.6252,32068,Thorton,2021-02-09 15:29:00,2021-02-10 12:37:00,1268,880.0,724.35
35130,35596,20.3008,-99.8961,19.8885,-99.2431,32336,Thorton,2021-02-09 23:10:00,2021-02-10 02:10:00,180,147.20000000000002,111.38
35130,35596,20.3008,-99.8961,19.8885,-99.2431,20145,Thorton,2021-02-09 23:12:00,2021-02-10 01:17:00,125,147.20000000000002,111.38
34660,36267,25.6984,-100.2806,19.4163,-99.1468,38781,Thorton,2021-02-09 22:46:00,2021-02-11 10:49:00,2163,1107.2,906.68
34662,34550,21.0251,-101.2579,19.3264,-99.605,41599,Thorton,2021-02-09 23:30:00,2021-02-10 12:44:00,794,409.6,336.1
35601,35597,25.5021,-100.9677,20.721,-103.4845,20785,Thorton,2021-02-09 20:01:00,2021-02-10 12:35:00,994,934.4000000000001,725.02
35597,37726,20.721,-103.4845,19.0712,-104.2896,38336,Thorton,2021-02-09 20:38:00,2021-02-10 01:52:00,314,347.20000000000005,293.45
35597,37726,20.721,-103.4845,19.0712,-104.2896,32363,Thorton,2021-02-09 20:38:00,2021-02-10 01:47:00,309,347.20000000000005,293.45
35602,35130,22.0765,-100.8912,20.3008,-99.8961,26598,Thorton,2021-02-09 20:38:00,2021-02-10 02:33:00,355,312.0,252.82
35602,35130,22.0765,-100.8912,20.3008,-99.8961,17276,Thorton,2021-02-09 20:38:00,2021-02-10 00:26:00,228,312.0,252.82
35601,35597,25.5021,-100.9677,20.721,-103.4845,24107,Thorton,2021-02-09 20:39:00,2021-02-10 16:51:00,1212,934.4000000000001,725.02
33905,33924,19.5754,-99.2024,16.7654,-93.104,45097,Thorton,2021-02-09 20:18:00,2021-02-10 14:05:00,1067,974.4000000000001,860.31
35248,35823,19.6115,-99.2182,20.6835,-103.3379,19808,Thorton,2021-02-09 21:27:00,2021-02-10 13:02:00,935,582.4,519.05
35248,35448,19.6115,-99.2182,26.0752,-98.314,45624,Thorton,2021-02-09 22:03:00,2021-02-10 12:42:00,879,1236.8000000000002,937.21
38063,34619,27.6959,-99.7721,19.0891,-98.1941,24249,Thorton,2021-02-09 19:35:00,2021-02-10 16:18:00,1243,1488.0,1259.5
35596,35581,19.8885,-99.2431,19.389,-98.9778,21066,Thorton,2021-02-09 19:35:00,2021-02-09 22:42:00,187,100.80000000000001,74.39
35601,35597,25.5021,-100.9677,20.721,-103.4845,20667,Thorton,2021-02-09 20:15:00,2021-02-10 15:42:00,1167,934.4000000000001,725.02
35752,35753,18.0072,-93.5873,17.9877,-93.1538,24519,Thorton,2021-02-09 08:45:00,2021-02-09 10:31:00,106,81.60000000000001,56.15
35248,35398,19.6115,-99.2182,25.6634,-100.3833,19803,Thorton,2021-02-09 19:45:00,2021-02-10 15:51:00,1206,1054.4,867.3
35248,35392,19.6115,-99.2182,25.6523,-100.3467,19799,Thorton,2021-02-09 19:45:00,2021-02-10 20:19:00,1474,1062.4,870.2
34466,34462,18.4534,-97.3919,19.4808,-99.1953,17699,Thorton,2021-02-10 22:31:00,2021-02-11 07:55:00,564,339.20000000000005,278.89
38082,33963,27.4335,-99.5556,20.6312,-103.3899,24997,Thorton,2021-02-10 01:18:00,2021-02-10 15:23:00,845,1233.6000000000001,990.24
34619,35011,19.0891,-98.1941,17.0655,-96.725,18027,Thorton,2021-02-10 01:32:00,2021-02-10 11:06:00,574,385.6,336.19
35068,35092,19.4769,-99.2291,21.1043,-101.6202,17890,Thorton,2021-02-10 03:36:00,2021-02-10 14:00:00,624,409.6,356.61
35599,36889,20.3687,-100.7933,27.479,-99.6252,45116,Thorton,2021-02-10 03:09:00,2021-02-11 09:03:00,1794,1171.2,966.48
35599,35597,20.3687,-100.7933,20.721,-103.4845,19510,Thorton,2021-02-10 03:10:00,2021-02-10 15:38:00,748,432.0,343.22
35601,36889,25.5021,-100.9677,27.479,-99.6252,29396,Thorton,2021-02-10 03:49:00,2021-02-10 09:18:00,329,331.20000000000005,285.36
35741,36025,18.8876,-98.9759,19.4163,-99.1468,36314,Thorton,2021-02-10 04:30:00,2021-02-10 08:30:00,240,139.20000000000002,100.9
35752,35753,18.0072,-93.5873,17.9877,-93.1538,21914,Thorton,2021-02-10 07:37:00,2021-02-10 09:35:00,118,81.60000000000001,56.15
35488,35489,19.5719,-99.2111,19.4612,-99.1713,20385,Thorton,2021-02-10 08:58:00,2021-02-10 09:41:00,43,24.0,15.59
34080,34231,20.2764,-98.9544,19.7091,-99.2037,18317,Thorton,2021-02-10 08:48:00,2021-02-10 11:03:00,135,136.0,105.8
34080,34231,20.2764,-98.9544,19.7091,-99.2037,17582,Thorton,2021-02-10 08:47:00,2021-02-10 11:54:00,187,136.0,105.8
35599,35596,20.3687,-100.7933,19.8885,-99.2431,21175,Thorton,2021-02-10 07:19:00,2021-02-10 12:35:00,316,265.6,221.49
34080,34231,20.2764,-98.9544,19.7091,-99.2037,17512,Thorton,2021-02-10 08:48:00,2021-02-10 12:00:00,192,136.0,105.8
34080,34231,20.2764,-98.9544,19.7091,-99.2037,17585,Thorton,2021-02-10 08:48:00,2021-02-10 12:02:00,194,136.0,105.8
35599,35565,20.3687,-100.7933,25.7024,-100.323,45116,Thorton,2021-02-10 09:20:00,2021-02-11 12:49:00,1649,948.8000000000001,765.29
35599,35565,20.3687,-100.7933,25.7024,-100.323,33252,Thorton,2021-02-10 09:20:00,2021-02-11 14:50:00,1770,948.8000000000001,765.29
35752,35753,18.0072,-93.5873,17.9877,-93.1538,24519,Thorton,2021-02-10 06:26:00,2021-02-10 09:06:00,160,81.60000000000001,56.15
35752,35753,18.0072,-93.5873,17.9877,-93.1538,45002,Thorton,2021-02-10 07:32:00,2021-02-10 09:06:00,94,81.60000000000001,56.15
34657,36595,21.9911,-103.2344,23.1757,-102.8708,34100,Thorton,2021-02-10 06:00:00,2021-02-10 10:07:00,247,246.4,157.69
34553,34657,19.1816,-96.1366,21.9911,-103.2344,33198,Thorton,2021-02-10 06:00:00,2021-02-11 22:34:00,2434,1238.4,985.87
34137,34390,20.4886,-103.5597,19.4069,-99.1544,28148,Thorton,2021-02-10 06:00:00,2021-02-10 15:53:00,593,636.8000000000001,560.96
35752,35753,18.0072,-93.5873,17.9877,-93.1538,21869,Thorton,2021-02-10 07:28:00,2021-02-10 09:05:00,97,81.60000000000001,56.15
38078,34313,14.6765,-92.1556,19.151,-98.8605,20336,Thorton,2021-02-10 07:00:00,2021-02-11 21:45:00,2325,1363.2,1104.93
34150,34386,20.5768,-103.3521,21.5226,-104.9008,23700,Thorton,2021-02-10 05:00:00,2021-02-10 11:09:00,369,260.8,214.16
35601,38249,25.5021,-100.9677,27.4936,-99.5148,44432,Thorton,2021-02-10 13:10:00,2021-02-10 18:23:00,313,337.6,286.83
35599,35567,20.3687,-100.7933,25.7065,-100.3334,30058,Thorton,2021-02-10 14:25:00,2021-02-11 12:53:00,1348,947.2,764.85
35602,36889,22.0765,-100.8912,27.479,-99.6252,29915,Thorton,2021-02-10 14:25:00,2021-02-11 12:52:00,1347,880.0,724.35
34674,33703,19.654,-99.1891,19.5374,-98.8335,24850,Thorton,2021-02-10 14:00:00,2021-02-10 15:15:00,75,67.2,49.06
39041,39053,19.6586,-99.1886,27.4013,-99.5439,45141,Thorton,2021-02-10 12:40:00,2021-02-11 12:06:00,1406,1264.0,1064.51
39041,39053,19.6586,-99.1886,27.4013,-99.5439,45142,Thorton,2021-02-10 12:41:00,2021-02-11 06:09:00,1048,1264.0,1064.51
35602,35596,22.0765,-100.8912,19.8885,-99.2431,25917,Thorton,2021-02-10 13:24:00,2021-02-11 00:11:00,647,422.40000000000003,347.49
35601,38249,25.5021,-100.9677,27.4936,-99.5148,34342,Thorton,2021-02-10 11:06:00,2021-02-10 17:05:00,359,337.6,286.83
35068,35097,19.4769,-99.2291,21.0538,-89.5359,21662,Thorton,2021-02-10 14:07:00,2021-02-12 15:29:00,2962,1574.4,1335.96
33815,34780,21.0559,-100.4705,20.0367,-99.251,18856,Thorton,2021-02-10 12:27:00,2021-02-10 19:07:00,400,256.0,205.37
33815,34780,21.0559,-100.4705,20.0367,-99.251,18856,Thorton,2021-02-10 12:29:00,2021-02-10 17:57:00,328,256.0,205.37
35596,35597,19.8885,-99.2431,20.721,-103.4845,20150,Thorton,2021-02-10 12:28:00,2021-02-10 23:48:00,680,580.8000000000001,516.13
35599,35598,20.3687,-100.7933,25.8813,-100.2399,45159,Thorton,2021-02-10 14:18:00,2021-02-11 08:08:00,1070,960.0,778.63
35601,35596,25.5021,-100.9677,19.8885,-99.2431,20605,Thorton,2021-02-10 10:43:00,2021-02-10 22:25:00,702,972.8000000000001,794.79
35601,35596,25.5021,-100.9677,19.8885,-99.2431,20583,Thorton,2021-02-10 10:08:00,2021-02-11 00:44:00,876,972.8000000000001,794.79
35601,35597,25.5021,-100.9677,20.721,-103.4845,20634,Thorton,2021-02-10 10:11:00,2021-02-10 23:16:00,785,934.4000000000001,725.02
35907,35598,19.6533,-99.1944,25.8813,-100.2399,20717,Thorton,2021-02-10 11:27:00,2021-02-11 12:50:00,1523,1073.6000000000001,887.25
35601,35596,25.5021,-100.9677,19.8885,-99.2431,20627,Thorton,2021-02-10 10:52:00,2021-02-10 23:49:00,777,972.8000000000001,794.79
35599,35565,20.3687,-100.7933,25.7024,-100.323,45147,Thorton,2021-02-10 09:41:00,2021-02-10 23:20:00,819,948.8000000000001,765.29
35601,37773,25.5021,-100.9677,27.4211,-99.5287,40896,Thorton,2021-02-10 09:42:00,2021-02-10 16:01:00,379,323.20000000000005,278.52
35752,35753,18.0072,-93.5873,17.9877,-93.1538,21872,Thorton,2021-02-10 11:43:00,2021-02-10 14:13:00,150,81.60000000000001,56.15
37955,37953,20.7245,-102.8872,20.7569,-103.4283,36314,Thorton,2021-02-10 09:45:00,2021-02-10 11:43:00,118,96.0,75.75
35130,37785,20.3008,-99.8961,18.0013,-92.925,26411,Thorton,2021-02-10 11:52:00,2021-02-11 02:23:00,871,1011.2,902.91
35602,35581,22.0765,-100.8912,19.389,-98.9778,21037,Thorton,2021-02-10 19:18:00,2021-02-11 08:18:00,780,476.8,403.11
35602,35597,22.0765,-100.8912,20.721,-103.4845,20644,Thorton,2021-02-10 19:20:00,2021-02-10 23:50:00,270,436.8,362.87
35598,35596,25.8813,-100.2399,19.8885,-99.2431,20652,Thorton,2021-02-10 04:27:00,2021-02-10 17:44:00,797,1054.4,869.16
35597,35650,20.721,-103.4845,29.0979,-111.0217,45178,Thorton,2021-02-10 19:33:00,2021-02-12 12:57:00,2484,1539.2,1340.49
36166,35596,17.9232,-102.1749,19.8885,-99.2431,23125,Thorton,2021-02-10 17:43:00,2021-02-11 07:37:00,834,660.8000000000001,575.69
34231,34249,19.7091,-99.2037,22.7421,-102.5083,27387,Thorton,2021-02-10 21:48:00,2021-02-11 09:24:00,696,657.6,557.45
35599,35596,20.3687,-100.7933,19.8885,-99.2431,20562,Thorton,2021-02-10 18:23:00,2021-02-11 01:56:00,453,265.6,221.49
35596,35559,19.8885,-99.2431,21.0022,-89.5601,20996,Thorton,2021-02-10 17:53:00,2021-02-12 15:50:00,2757,1593.6000000000001,1377.12
35599,35598,20.3687,-100.7933,25.8813,-100.2399,21174,Thorton,2021-02-10 17:50:00,2021-02-11 14:20:00,1230,960.0,778.63
34580,34598,19.0739,-104.2868,27.2114,-101.9016,41757,Thorton,2021-02-10 18:29:00,2021-02-11 11:07:00,998,1593.6000000000001,1225.12
35601,38249,25.5021,-100.9677,27.4936,-99.5148,29396,Thorton,2021-02-10 17:57:00,2021-02-10 23:06:00,309,337.6,286.83
35599,35596,20.3687,-100.7933,19.8885,-99.2431,28313,Thorton,2021-02-10 17:57:00,2021-02-10 21:20:00,203,265.6,221.49
35599,35596,20.3687,-100.7933,19.8885,-99.2431,27681,Thorton,2021-02-10 17:58:00,2021-02-10 22:52:00,294,265.6,221.49
35599,35597,20.3687,-100.7933,20.721,-103.4845,22615,Thorton,2021-02-10 17:58:00,2021-02-11 04:30:00,632,432.0,343.22
35602,35130,22.0765,-100.8912,20.3008,-99.8961,20232,Thorton,2021-02-10 18:32:00,2021-02-11 00:10:00,338,312.0,252.82
35597,35130,20.721,-103.4845,20.3008,-99.8961,28946,Thorton,2021-02-10 18:01:00,2021-02-11 08:07:00,846,531.2,436.42
34580,34592,19.0739,-104.2868,25.4809,-99.8142,42026,Thorton,2021-02-10 19:13:00,2021-02-12 10:15:00,2342,1419.2,1091.92
35601,35597,25.5021,-100.9677,20.721,-103.4845,35326,Thorton,2021-02-10 19:13:00,2021-02-11 12:31:00,1038,934.4000000000001,725.02
35597,35598,20.721,-103.4845,25.8813,-100.2399,45172,Thorton,2021-02-10 18:39:00,2021-02-11 23:42:00,1743,1040.0,815.68
35597,35647,20.721,-103.4845,24.7496,-107.4504,38336,Thorton,2021-02-10 18:39:00,2021-02-11 01:51:00,432,752.0,656.51
35597,35650,20.721,-103.4845,29.0979,-111.0217,23824,Thorton,2021-02-10 18:39:00,2021-02-12 00:00:00,1761,1539.2,1340.49
35597,36121,20.721,-103.4845,19.9841,-102.287,21150,Thorton,2021-02-10 18:39:00,2021-02-10 22:51:00,252,212.8,176.39
35601,35597,25.5021,-100.9677,20.721,-103.4845,20658,Thorton,2021-02-10 19:15:00,2021-02-11 11:40:00,985,934.4000000000001,725.02
35599,35130,20.3687,-100.7933,20.3008,-99.8961,20219,Thorton,2021-02-10 16:08:00,2021-02-10 17:46:00,98,166.4,134.41
35596,35602,19.8885,-99.2431,22.0765,-100.8912,20276,Thorton,2021-02-10 16:08:00,2021-02-10 20:54:00,286,422.40000000000003,347.49
34580,34576,19.0739,-104.2868,19.4323,-99.1278,34308,Thorton,2021-02-10 17:00:00,2021-02-11 19:48:00,1608,897.6,745.34
35907,35596,19.6533,-99.1944,19.8885,-99.2431,42307,Thorton,2021-02-10 16:27:00,2021-02-10 17:47:00,80,51.2,31.18
35612,35596,20.3027,-99.8957,19.8885,-99.2431,21168,Thorton,2021-02-10 16:27:00,2021-02-10 19:30:00,183,139.20000000000002,111.46
34803,36063,19.0813,-98.1492,19.1653,-96.2308,18925,Thorton,2021-02-10 16:34:00,2021-02-10 22:23:00,349,313.6,274.25
35599,35596,20.3687,-100.7933,19.8885,-99.2431,29589,Thorton,2021-02-10 17:53:00,2021-02-10 21:19:00,206,265.6,221.49
35602,36889,22.0765,-100.8912,27.479,-99.6252,29397,Thorton,2021-02-10 16:33:00,2021-02-11 12:53:00,1220,880.0,724.35
35601,38072,25.5021,-100.9677,31.6702,-106.3595,39818,Thorton,2021-02-10 16:08:00,2021-02-12 13:26:00,2718,1385.6000000000001,1097.13
35599,37838,20.3687,-100.7933,31.7492,-106.4465,39815,Thorton,2021-02-10 16:08:00,2021-02-11 17:56:00,1548,1955.2,1575.6
35601,38072,25.5021,-100.9677,31.6702,-106.3595,40159,Thorton,2021-02-10 16:10:00,2021-02-11 12:50:00,1240,1385.6000000000001,1097.13
35599,35597,20.3687,-100.7933,20.721,-103.4845,21231,Thorton,2021-02-10 16:08:00,2021-02-10 23:36:00,448,432.0,343.22
34575,34592,20.6779,-103.3355,25.4809,-99.8142,18159,Thorton,2021-02-10 16:46:00,2021-02-11 13:12:00,1226,1092.8,807.97
35599,35130,20.3687,-100.7933,20.3008,-99.8961,29047,Thorton,2021-02-10 22:41:00,2021-02-11 02:59:00,258,166.4,134.41
35248,35446,19.6115,-99.2182,29.0876,-110.9653,41725,Thorton,2021-02-10 22:52:00,2021-02-13 15:05:00,3853,2128.0,1869.1
35248,35823,19.6115,-99.2182,20.6835,-103.3379,25425,Thorton,2021-02-10 22:52:00,2021-02-11 13:35:00,883,582.4,519.05
35248,35404,19.6115,-99.2182,26.9262,-101.4182,20054,Thorton,2021-02-10 22:57:00,2021-02-11 16:04:00,1027,1230.4,986.34
34580,34592,19.0739,-104.2868,25.4809,-99.8142,41986,Thorton,2021-02-10 22:22:00,2021-02-11 23:46:00,1524,1419.2,1091.92
35248,35381,19.6115,-99.2182,21.9847,-99.0103,19825,Thorton,2021-02-10 21:49:00,2021-02-11 17:13:00,1164,616.0,404.64
35248,35403,19.6115,-99.2182,25.5778,-103.4072,21522,Thorton,2021-02-10 21:50:00,2021-02-11 20:47:00,1377,1156.8,963.25
35248,35328,19.6115,-99.2182,20.6599,-103.4219,19890,Thorton,2021-02-10 21:50:00,2021-02-11 15:38:00,1068,592.0,526.48
