unit_id,free_time,location
44812,2021-02-27 00:00:00,34619
19947,2021-02-27 00:00:00,35409
41187,2021-02-27 00:00:00,35597
25575,2021-02-27 00:00:00,36889
38594,2021-02-27 00:00:00,36889
19571,2021-02-27 00:00:00,35130
39383,2021-02-27 00:00:00,35596
35258,2021-02-27 00:00:00,35597
21170,2021-02-27 00:00:00,35596
34755,2021-02-27 00:00:00,35597
17702,2021-02-27 00:00:00,34462
39540,2021-02-28 11:26:00,39181
34969,2021-02-27 00:00:00,35597
22411,2021-02-27 00:00:00,35596
23226,2021-02-27 00:00:00,35596
20827,2021-02-27 00:00:00,35597
44817,2021-02-27 00:00:00,35596
20729,2021-02-27 00:00:00,35596
41420,2021-02-27 00:00:00,36889
44818,2021-02-27 00:00:00,35596
20814,2021-02-27 12:08:00,35596
23735,2021-02-27 00:00:00,36889
20634,2021-02-27 00:00:00,35597
18023,2021-02-27 00:00:00,34638
40924,2021-02-27 00:00:00,35130
20596,2021-02-27 00:00:00,36889
38662,2021-02-27 00:00:00,35596
29022,2021-02-27 00:00:00,35515
31188,2021-02-27 00:00:00,35515
31187,2021-02-27 00:00:00,35515
38817,2021-02-27 00:00:00,34657
20845,2021-02-27 00:00:00,35597
23728,2021-02-27 00:00:00,36889
24314,2021-02-27 00:00:00,34116
20273,2021-02-27 00:00:00,35596
20777,2021-02-27 00:00:00,37735
37486,2021-02-27 00:00:00,35597
17581,2021-02-27 11:35:00,34231
20144,2021-02-27 00:00:00,35596
22363,2021-02-27 00:00:00,34656
21964,2021-02-27 00:00:00,35596
31444,2021-02-27 00:00:00,36889
19944,2021-02-27 00:00:00,35299
20541,2021-02-27 00:00:00,35597
20263,2021-02-27 00:00:00,35596
20831,2021-02-27 00:00:00,35596
26040,2021-02-27 00:00:00,34665
19404,2021-03-01 03:30:00,33696
38797,2021-02-27 00:00:00,35596
33378,2021-02-27 00:00:00,35130
32780,2021-02-27 00:00:00,35596
32779,2021-02-27 00:00:00,35596
32778,2021-02-27 00:00:00,35596
20219,2021-02-27 00:00:00,35581
34176,2021-02-27 00:00:00,35596
39138,2021-02-27 00:00:00,36889
26338,2021-02-27 00:00:00,34656
32936,2021-02-27 00:00:00,35552
24782,2021-02-27 00:00:00,34231
32524,2021-02-27 00:00:00,38249
27528,2021-02-27 17:31:00,35064
44432,2021-02-27 00:00:00,37773
23097,2021-02-27 00:00:00,35561
20826,2021-02-27 00:00:00,35596
41805,2021-02-27 00:00:00,35598
22508,2021-02-27 00:00:00,35596
25188,2021-02-27 00:00:00,37926
44866,2021-02-27 00:00:00,34619
25426,2021-02-27 00:00:00,35364
44868,2021-02-27 00:00:00,34619
19825,2021-02-27 00:00:00,35381
22117,2021-02-27 00:00:00,35596
44548,2021-02-27 00:00:00,35130
42158,2021-02-27 00:00:00,35596
37051,2021-02-27 00:00:00,37736
30211,2021-02-27 00:00:00,35598
17485,2021-02-27 00:00:00,34313
38391,2021-02-27 00:00:00,37726
37884,2021-02-27 00:00:00,37740
44865,2021-02-27 00:00:00,34593
40968,2021-02-27 00:00:00,34593
37886,2021-02-27 00:00:00,37740
42021,2021-02-27 00:00:00,34584
31953,2021-02-27 22:13:00,35596
17061,2021-02-27 00:00:00,34129
25352,2021-02-27 00:00:00,34186
20245,2021-02-27 00:00:00,35581
36148,2021-02-27 00:00:00,36889
39257,2021-02-27 00:00:00,35552
20902,2021-02-27 00:00:00,37756
37358,2021-02-27 00:00:00,36889
41461,2021-02-27 00:00:00,35627
41362,2021-02-27 00:00:00,35596
27782,2021-02-27 00:00:00,35565
21231,2021-02-27 00:00:00,35597
21228,2021-02-27 00:00:00,34665
44421,2021-02-27 00:00:00,34586
17585,2021-02-27 11:35:00,34231
17522,2021-02-27 00:00:00,34251
20244,2021-02-28 08:38:00,39181
18744,2021-02-27 00:00:00,34231
16530,2021-02-27 00:00:00,36825
45190,2021-02-27 00:00:00,34576
25889,2021-02-27 00:00:00,35596
25888,2021-02-27 00:00:00,35596
23125,2021-02-27 00:00:00,35596
23683,2021-02-27 00:00:00,35596
44922,2021-02-27 00:00:00,37928
25733,2021-02-27 00:00:00,37874
35209,2021-02-27 00:00:00,37726
23726,2021-02-27 00:00:00,35596
44928,2021-02-27 00:00:00,34754
40219,2021-02-27 00:00:00,34780
20215,2021-02-27 00:00:00,35596
19774,2021-02-27 00:00:00,35409
17611,2021-02-27 00:00:00,34251
20232,2021-02-27 00:59:00,35596
38737,2021-02-27 00:00:00,36889
22301,2021-02-27 00:00:00,35552
20396,2021-02-27 00:00:00,38297
38667,2021-02-27 00:00:00,38249
38509,2021-02-27 00:00:00,37731
21169,2021-02-27 00:00:00,35598
24199,2021-02-27 00:00:00,37726
21039,2021-02-27 00:00:00,35130
37887,2021-02-28 06:02:00,36889
34299,2021-02-27 00:00:00,35596
21627,2021-02-27 00:00:00,34836
41405,2021-02-27 00:00:00,37838
20145,2021-02-27 00:00:00,35596
19318,2021-02-27 00:00:00,35363
16520,2021-02-27 00:00:00,33703
30215,2021-02-27 00:00:00,34121
18925,2021-02-27 00:00:00,35747
42084,2021-02-27 00:00:00,35299
44968,2021-02-27 00:00:00,36469
21874,2021-02-27 00:00:00,35753
17461,2021-02-27 00:00:00,34231
22328,2021-02-27 00:00:00,34575
44920,2021-02-27 00:00:00,37838
23742,2021-02-27 00:00:00,35596
22927,2021-02-27 00:00:00,35555
37896,2021-02-27 00:00:00,35130
28208,2021-02-27 00:00:00,35561
41053,2021-02-27 00:00:00,35440
30619,2021-02-27 00:00:00,35130
36761,2021-02-27 00:00:00,33934
30683,2021-02-27 00:00:00,34157
40238,2021-02-27 00:00:00,34575
18460,2021-02-27 00:00:00,34313
44622,2021-02-27 00:00:00,35130
39139,2021-02-27 00:00:00,35596
31791,2021-02-27 00:00:00,35130
26905,2021-02-28 19:39:00,39182
28319,2021-02-27 00:00:00,34231
20066,2021-02-27 00:00:00,35414
21516,2021-02-27 00:00:00,35417
19938,2021-02-27 00:00:00,35823
30981,2021-02-27 00:00:00,35011
20147,2021-02-27 00:00:00,35130
18461,2021-02-27 00:00:00,34313
25946,2021-02-27 00:00:00,35753
21923,2021-02-27 00:00:00,35753
20754,2021-02-27 00:00:00,35596
45019,2021-02-27 00:00:00,34547
18451,2021-02-27 00:00:00,34313
39466,2021-02-27 00:00:00,35596
30639,2021-02-27 00:00:00,37880
29915,2021-02-27 00:00:00,36889
30251,2021-02-27 00:00:00,35597
44877,2021-02-27 00:00:00,35754
45014,2021-02-27 00:00:00,39053
20527,2021-02-27 00:00:00,35009
23058,2021-02-27 00:00:00,35604
35472,2021-02-27 00:00:00,35597
20717,2021-02-27 00:00:00,35598
24850,2021-02-27 00:00:00,33703
20206,2021-02-27 00:00:00,35130
33183,2021-02-27 00:00:00,34665
21518,2021-02-27 00:00:00,35364
39481,2021-02-27 00:00:00,35596
20525,2021-02-27 00:00:00,34619
28718,2021-02-27 00:00:00,35823
20737,2021-02-27 00:00:00,35596
20719,2021-02-27 00:00:00,37773
20755,2021-02-27 00:00:00,35597
20824,2021-02-27 00:00:00,35130
20592,2021-02-27 00:00:00,35597
34560,2021-02-27 00:00:00,35669
24997,2021-02-27 00:00:00,33963
32068,2021-02-27 00:00:00,35597
18833,2021-02-27 00:00:00,34231
21174,2021-02-27 00:00:00,35596
19826,2021-02-27 00:00:00,35596
18024,2021-02-27 00:00:00,35011
19196,2021-02-27 00:00:00,34074
20761,2021-02-27 00:00:00,37772
19951,2021-02-27 00:00:00,35360
20198,2021-02-27 00:00:00,35596
16505,2021-02-27 00:00:00,33700
24519,2021-02-27 00:00:00,35753
22788,2021-02-27 00:00:00,35130
21165,2021-02-27 00:00:00,35596
17471,2021-02-27 00:00:00,34314
19955,2021-02-27 00:00:00,35466
41974,2021-02-27 00:00:00,33700
27562,2021-02-27 00:00:00,35600
45073,2021-02-27 00:00:00,35596
23658,2021-02-27 00:00:00,35011
32392,2021-02-27 00:00:00,35011
24789,2021-02-27 00:00:00,34619
44553,2021-02-27 00:00:00,37773
45379,2021-02-27 00:00:00,35581
45087,2021-02-27 00:00:00,37750
22942,2021-02-27 00:00:00,36889
29589,2021-02-27 00:00:00,35567
45085,2021-02-27 00:00:00,34313
26673,2021-02-27 00:00:00,34313
32336,2021-02-27 00:00:00,35596
23433,2021-02-27 00:00:00,37870
34752,2021-02-27 00:00:00,35392
33252,2021-02-27 00:00:00,34780
32419,2021-02-27 00:00:00,34619
24249,2021-02-27 00:00:00,34619
21066,2021-02-27 00:00:00,35596
19803,2021-02-27 00:00:00,35823
20785,2021-02-27 00:00:00,35597
20667,2021-02-27 00:00:00,35597
45097,2021-02-27 00:00:00,33924
38336,2021-02-27 00:00:00,35597
32363,2021-02-27 00:00:00,35597
26598,2021-02-27 00:00:00,35130
17276,2021-02-27 00:00:00,35598
24107,2021-02-27 00:00:00,35597
45624,2021-02-27 00:00:00,35448
38781,2021-02-27 00:00:00,36267
41599,2021-02-27 00:00:00,34550
18027,2021-02-27 00:00:00,34649
45116,2021-02-27 00:00:00,35598
19510,2021-02-27 00:00:00,35596
17890,2021-02-27 00:00:00,35092
23700,2021-02-27 00:00:00,34386
45100,2021-02-27 00:00:00,33703
34100,2021-02-27 00:00:00,36595
33198,2021-02-27 00:00:00,34657
28148,2021-02-27 00:00:00,34390
20336,2021-02-27 00:00:00,34313
45002,2021-02-27 00:00:00,35753
20385,2021-02-27 00:00:00,35489
45147,2021-02-27 00:00:00,35596
40896,2021-02-27 00:00:00,36075
20627,2021-02-27 00:00:00,35596
34342,2021-02-27 00:00:00,35597
18856,2021-02-27 00:00:00,33815
45141,2021-02-27 00:00:00,39053
45142,2021-02-27 00:00:00,39053
21662,2021-02-27 00:00:00,35097
45159,2021-02-27 00:00:00,35596
20276,2021-02-27 00:00:00,35552
39818,2021-02-27 00:00:00,37773
39815,2021-02-27 00:00:00,35597
40159,2021-02-27 00:00:00,37773
42307,2021-02-27 00:00:00,35596
18159,2021-02-27 00:00:00,36025
34308,2021-02-27 00:00:00,34576
20996,2021-02-27 00:00:00,35596
22615,2021-02-27 00:00:00,37726
28946,2021-02-27 00:00:00,35669
20562,2021-02-27 00:00:00,35596
41757,2021-02-27 00:00:00,34598
45172,2021-02-27 00:00:00,35647
23824,2021-02-27 00:00:00,35650
21150,2021-02-27 00:00:00,36825
42026,2021-02-27 00:00:00,34592
35326,2021-02-27 00:00:00,35596
20658,2021-02-27 00:00:00,35597
20644,2021-02-27 00:00:00,35597
45178,2021-02-27 00:00:00,35650
32338,2021-02-27 00:00:00,34593
30691,2021-02-27 00:00:00,37773
19943,2021-02-27 00:00:00,35409
19932,2021-02-27 00:00:00,35377
19931,2021-02-27 00:00:00,35403
20266,2021-02-27 00:00:00,35130
20638,2021-02-27 00:00:00,35596
27387,2021-02-27 00:00:00,34250
31675,2021-02-27 00:00:00,38045
19890,2021-02-27 00:00:00,35412
19889,2021-02-27 00:00:00,35823
19876,2021-02-27 00:00:00,35364
19712,2021-02-27 00:00:00,34619
41986,2021-02-27 00:00:00,34592
17699,2021-02-27 00:00:00,34462
29047,2021-02-27 00:00:00,37737
41725,2021-02-27 00:00:00,35446
25425,2021-02-27 00:00:00,35823
20054,2021-02-27 00:00:00,35404
22473,2021-02-27 00:00:00,37880
24458,2021-02-27 00:00:00,35596
20221,2021-02-27 00:00:00,35596
25524,2021-02-27 00:00:00,35596
25255,2021-02-27 00:00:00,36025
30862,2021-02-27 00:00:00,38616
26394,2021-02-27 00:00:00,34035
17188,2021-02-27 00:00:00,35597
38321,2021-02-27 00:00:00,35596
28089,2021-02-27 00:00:00,35596
20582,2021-02-27 12:15:00,35596
38499,2021-02-27 00:00:00,35588
20281,2021-02-27 00:00:00,39181
26988,2021-02-27 00:00:00,35598
36363,2021-02-27 00:00:00,36889
17199,2021-02-27 00:00:00,34388
45211,2021-02-27 00:00:00,39053
19950,2021-02-27 00:00:00,35360
45212,2021-02-27 00:00:00,39042
33645,2021-02-27 00:00:00,34657
16504,2021-02-27 00:00:00,36276
22410,2021-02-27 00:00:00,35597
36430,2021-02-27 00:00:00,36025
45227,2021-02-27 00:00:00,35596
20619,2021-02-27 00:00:00,35597
45226,2021-02-27 00:00:00,37773
21945,2021-02-28 01:57:00,37739
40385,2021-02-27 00:00:00,35596
37268,2021-02-27 00:00:00,35597
30400,2021-02-27 00:00:00,34584
22943,2021-02-27 00:00:00,35596
25797,2021-02-27 00:00:00,37726
20532,2021-02-27 06:15:00,37747
20916,2021-02-27 00:00:00,35597
20915,2021-02-27 00:00:00,35597
44822,2021-02-27 00:00:00,35597
26947,2021-02-27 00:00:00,36025
25887,2021-02-27 00:00:00,35596
23718,2021-02-27 00:00:00,35596
23682,2021-02-27 00:00:00,35596
17605,2021-02-27 00:00:00,34231
31548,2021-02-27 00:00:00,35130
20060,2021-02-27 00:00:00,35397
38861,2021-02-27 00:00:00,34765
35454,2021-02-27 00:00:00,37726
27134,2021-02-27 00:00:00,37926
31868,2021-02-27 00:00:00,34420
18029,2021-02-27 00:00:00,35041
20664,2021-02-27 00:00:00,38072
33626,2021-02-27 00:00:00,36595
18026,2021-02-27 00:00:00,35729
20713,2021-02-27 00:00:00,35596
41723,2021-02-27 00:00:00,35078
28167,2021-02-27 00:00:00,35596
20205,2021-02-27 00:00:00,35597
38881,2021-02-27 13:43:00,35596
19946,2021-02-27 00:00:00,35413
37879,2021-02-27 00:00:00,36006
28413,2021-02-27 00:00:00,36321
45088,2021-02-27 00:00:00,37746
21152,2021-02-27 00:00:00,37732
23900,2021-02-27 00:00:00,38306
18591,2021-02-27 00:00:00,33703
24445,2021-02-27 00:00:00,37726
32849,2021-02-27 00:00:00,35597
26154,2021-02-27 00:00:00,35403
32897,2021-02-27 00:00:00,33690
45156,2021-02-27 00:00:00,35062
19443,2021-02-27 00:00:00,35097
40700,2021-02-27 00:00:00,34823
20230,2021-02-28 16:35:00,35062
26998,2021-02-27 00:00:00,37740
27653,2021-02-27 00:00:00,36889
34092,2021-02-27 00:00:00,37773
33263,2021-02-27 00:00:00,36595
24207,2021-02-27 00:00:00,37735
24996,2021-02-28 10:38:00,35460
17459,2021-02-27 00:00:00,34231
25926,2021-02-27 00:00:00,36006
23601,2021-02-27 00:00:00,35011
36703,2021-02-27 00:00:00,36006
19800,2021-02-27 00:00:00,35431
44974,2021-02-27 00:00:00,34662
37735,2021-02-27 00:00:00,38249
35579,2021-02-27 00:00:00,36889
45335,2021-02-27 00:00:00,35352
19810,2021-02-27 00:00:00,35361
20282,2021-02-27 00:00:00,35064
42290,2021-02-27 00:00:00,35795
40720,2021-02-27 00:00:00,34662
45352,2021-02-27 00:00:00,35596
23913,2021-02-27 00:00:00,38307
18150,2021-02-27 00:00:00,39040
17684,2021-02-27 00:00:00,34462
18455,2021-02-27 00:00:00,34313
19952,2021-02-27 00:00:00,35823
30545,2021-02-27 00:00:00,34186
17584,2021-02-27 11:46:00,34231
45364,2021-02-27 00:00:00,35597
23004,2021-02-27 00:00:00,35597
45144,2021-02-27 00:00:00,34313
45343,2021-02-27 00:00:00,35597
23839,2021-02-27 00:00:00,35146
20620,2021-02-27 00:00:00,35598
32925,2021-02-27 00:00:00,34665
45370,2021-02-27 00:00:00,35598
36756,2021-02-27 00:00:00,35596
41914,2021-02-27 00:00:00,35597
45374,2021-02-27 00:00:00,35596
30019,2021-02-27 00:00:00,35598
34494,2021-02-27 00:00:00,36889
45373,2021-02-27 00:00:00,35597
45369,2021-02-27 00:00:00,34661
39030,2021-02-27 00:00:00,35564
42341,2021-02-27 00:00:00,38297
39085,2021-02-27 00:00:00,35064
38455,2021-02-27 00:00:00,35568
24252,2021-02-27 00:00:00,35381
45393,2021-02-27 00:00:00,38191
27567,2021-02-27 00:00:00,34462
22834,2021-02-27 00:00:00,37860
38642,2021-02-27 00:00:00,35328
21564,2021-02-27 00:00:00,34622
39130,2021-02-27 00:00:00,37743
20531,2021-02-27 00:00:00,35596
26594,2021-02-27 00:00:00,35130
45409,2021-02-27 00:00:00,39042
45417,2021-02-27 00:00:00,34662
17938,2021-02-27 00:00:00,33924
37820,2021-02-27 00:00:00,35597
20143,2021-02-27 00:00:00,35598
20742,2021-02-27 00:00:00,36889
40387,2021-02-27 00:00:00,35590
40861,2021-02-27 00:00:00,34598
44537,2021-02-27 00:00:00,35920
45431,2021-02-27 00:00:00,37459
31049,2021-02-27 00:00:00,35598
45439,2021-02-27 00:00:00,38306
23505,2021-02-27 00:00:00,35597
45441,2021-02-27 00:00:00,34579
27076,2021-02-27 00:00:00,37775
31764,2021-02-27 00:00:00,35597
38524,2021-02-27 00:00:00,35596
32309,2021-02-27 00:00:00,35565
45445,2021-02-27 00:00:00,35602
45446,2021-02-27 00:00:00,35598
33133,2021-02-27 00:00:00,35598
20225,2021-02-27 00:00:00,35597
45432,2021-02-27 00:00:00,34282
45546,2021-02-27 00:00:00,35596
31186,2021-02-27 00:00:00,35515
22332,2021-02-27 00:00:00,35130
44435,2021-02-27 00:00:00,34170
41407,2021-02-27 00:00:00,35414
20278,2021-02-27 00:00:00,35552
21775,2021-02-27 00:00:00,34106
37254,2021-02-27 00:00:00,36006
27265,2021-02-27 00:00:00,35352
25508,2021-02-27 00:00:00,35601
31470,2021-02-27 00:00:00,37417
45460,2021-02-27 00:00:00,35762
20542,2021-02-27 11:59:00,37747
28235,2021-02-27 00:00:00,34450
19954,2021-02-27 00:00:00,35371
19801,2021-02-27 00:00:00,35421
23622,2021-02-27 00:00:00,35597
16416,2021-02-27 00:00:00,34073
19883,2021-02-27 00:00:00,35455
34495,2021-02-27 00:00:00,38249
35236,2021-02-27 00:00:00,35598
45479,2021-02-27 00:00:00,34598
36039,2021-02-27 00:00:00,34665
23860,2021-02-27 00:00:00,37913
34925,2021-02-27 00:00:00,38249
36277,2021-02-27 00:00:00,35146
37644,2021-02-27 00:00:00,37880
45494,2021-02-27 00:00:00,36889
45483,2021-02-27 00:00:00,34550
27110,2021-02-27 00:00:00,35064
40862,2021-02-27 00:00:00,35596
17456,2021-02-27 00:00:00,34249
36708,2021-02-27 00:00:00,34662
24472,2021-02-27 00:00:00,35492
20923,2021-02-27 00:00:00,35596
22123,2021-02-27 00:00:00,35559
32327,2021-02-27 00:00:00,35596
45505,2021-02-27 00:00:00,35011
36253,2021-02-27 00:00:00,35598
21180,2021-02-27 00:00:00,35064
20768,2021-02-27 00:00:00,37726
20589,2021-02-27 00:00:00,36889
34842,2021-02-27 00:00:00,35597
35809,2021-02-27 00:00:00,38053
19923,2021-02-27 00:00:00,35305
20672,2021-02-27 00:00:00,35597
45541,2021-02-27 00:00:00,35130
28014,2021-02-27 00:00:00,39181
36369,2021-02-27 00:00:00,35064
17720,2021-02-27 00:00:00,34176
27611,2021-02-27 00:00:00,35414
18663,2021-02-27 00:00:00,36917
20760,2021-02-27 00:00:00,35596
23065,2021-02-27 00:00:00,35596
20816,2021-02-27 00:00:00,35596
39506,2021-02-27 00:00:00,35596
39185,2021-02-27 00:00:00,35596
45542,2021-02-27 00:00:00,35596
22504,2021-02-27 00:00:00,35596
20148,2021-02-27 00:00:00,37735
45548,2021-02-27 00:00:00,35596
17959,2021-02-27 00:00:00,34598
45556,2021-02-27 00:00:00,35596
27622,2021-02-27 00:00:00,34318
44924,2021-02-27 00:00:00,36587
21868,2021-02-27 00:00:00,35761
37305,2021-02-27 00:00:00,34579
44878,2021-02-27 00:00:00,36889
45562,2021-02-27 00:00:00,35561
20390,2021-02-27 00:00:00,33941
44041,2021-02-27 00:00:00,36025
19365,2021-02-27 00:00:00,36006
37372,2021-02-27 00:00:00,34590
25844,2021-02-27 00:00:00,37756
20686,2021-02-27 00:00:00,35597
21794,2021-02-27 00:00:00,35571
45569,2021-02-27 00:00:00,35596
26717,2021-02-27 00:00:00,35510
42282,2021-02-27 00:00:00,34743
32707,2021-02-27 00:00:00,36914
21065,2021-02-27 00:00:00,35581
34349,2021-02-27 00:00:00,37741
28408,2021-02-27 00:00:00,35597
31499,2021-02-27 00:00:00,37773
22565,2021-02-27 00:00:00,37773
38570,2021-02-27 00:00:00,33703
44436,2021-02-27 00:00:00,35596
32763,2021-02-27 00:00:00,34178
45614,2021-02-27 00:00:00,35130
27747,2021-02-27 00:00:00,35011
29957,2021-02-27 00:00:00,35011
34846,2021-02-27 00:00:00,35596
33037,2021-02-27 00:00:00,34657
32624,2021-02-27 00:00:00,35581
31691,2021-02-27 00:00:00,35596
26851,2021-02-27 00:00:00,35596
28473,2021-02-27 00:00:00,37838
19814,2021-02-27 00:00:00,35412
18966,2021-02-27 00:00:00,35351
45083,2021-02-27 00:00:00,35213
43958,2021-02-27 00:00:00,35596
45594,2021-02-27 00:00:00,34657
33262,2021-02-27 00:00:00,34666
44345,2021-02-27 00:00:00,35037
24105,2021-02-27 00:00:00,35556
45169,2021-02-27 00:00:00,35596
34559,2021-02-27 00:00:00,35597
39987,2021-02-27 00:00:00,35596
38299,2021-02-27 00:00:00,35597
19194,2021-02-27 00:00:00,34585
24483,2021-02-27 00:00:00,36882
45610,2021-02-27 00:00:00,35597
20835,2021-02-27 00:00:00,37773
45566,2021-02-27 00:00:00,35601
32511,2021-02-27 00:00:00,34550
27258,2021-02-27 00:00:00,35597
23105,2021-02-27 00:00:00,38249
33813,2021-02-27 00:00:00,35581
21060,2021-02-27 00:00:00,35581
32014,2021-02-27 00:00:00,34656
39210,2021-02-27 00:00:00,34666
27612,2021-02-27 00:00:00,36826
39182,2021-02-27 00:00:00,34804
19880,2021-02-27 00:00:00,35442
23268,2021-02-27 00:00:00,37774
23619,2021-02-27 00:00:00,35596
45629,2021-02-27 00:00:00,37775
37204,2021-02-27 00:00:00,36550
26852,2021-02-27 00:00:00,35064
26850,2021-02-27 00:00:00,35130
32690,2021-02-27 00:00:00,37773
45714,2021-02-27 00:00:00,36889
35124,2021-02-27 00:00:00,38249
17510,2021-02-27 00:00:00,34231
45718,2021-02-27 00:00:00,37756
20749,2021-02-27 00:00:00,35064
20891,2021-02-27 00:00:00,37730
20992,2021-02-27 00:00:00,35559
21925,2021-02-27 00:00:00,36356
21149,2021-02-27 00:00:00,35591
38508,2021-02-27 00:00:00,35130
45657,2021-02-27 00:00:00,35064
35644,2021-02-27 00:00:00,36025
