origin_id,dest_id,origin_lat,origin_long,dest_lat,dest_long,unidad,tipo_unidad,real_start,real_end,real_minutes,calculated_minutes,calculated_kms,carga
34619,35011,19.0891,-98.1941,17.0655,-96.725,30981,Thorton,2021-02-08 05:10:00,2021-02-08 11:35:00,385,385.6,336.19,1
35130,35634,20.3008,-99.8961,20.8947,-89.6665,20147,Thorton,2021-02-08 05:12:00,2021-02-09 08:54:00,1662,1662.4,1448.08,1
34368,34313,14.7008,-92.1574,19.151,-98.8605,18461,Thorton,2021-02-08 06:00:00,2021-02-09 04:36:00,1356,1356.8000000000002,1101.77,1
35752,35753,18.0072,-93.5873,17.9877,-93.1538,25946,Thorton,2021-02-08 07:18:00,2021-02-08 08:39:00,81,81.60000000000001,56.15,1
35601,35596,25.5021,-100.9677,19.8885,-99.2431,20754,Thorton,2021-02-08 11:26:00,2021-02-09 03:38:00,972,972.8000000000001,794.79,1
35033,34547,31.9056,-116.5806,19.4163,-99.1468,45019,Thorton,2021-02-08 09:32:00,2021-02-10 17:17:00,3345,3345.6000000000004,2809.06,1
34368,34313,14.7008,-92.1574,19.151,-98.8605,18451,Thorton,2021-02-08 11:09:00,2021-02-09 09:45:00,1356,1356.8000000000002,1101.77,1
35601,35596,25.5021,-100.9677,19.8885,-99.2431,39466,Thorton,2021-02-08 11:59:00,2021-02-09 04:11:00,972,972.8000000000001,794.79,1
35676,35571,21.9911,-103.2344,19.8716,-99.2322,30639,Thorton,2021-02-08 11:33:00,2021-02-09 00:51:00,798,798.4000000000001,583.34,1
35602,36889,22.0765,-100.8912,27.479,-99.6252,29915,Thorton,2021-02-08 22:02:00,2021-02-09 12:42:00,880,880.0,724.35,1
35599,35598,20.3687,-100.7933,25.8813,-100.2399,30251,Thorton,2021-02-08 19:07:00,2021-02-09 11:07:00,960,960.0,778.63,1
35753,35754,17.9877,-93.1538,21.0228,-89.5633,44877,Thorton,2021-02-08 12:04:00,2021-02-09 00:04:00,720,720.0,595.98,1
39041,39053,19.6586,-99.1886,27.4013,-99.5439,45014,Thorton,2021-02-08 12:18:00,2021-02-09 09:22:00,1264,1264.0,1064.51,1
34638,35009,19.5351,-96.9072,19.0253,-98.2067,20527,Thorton,2021-02-08 15:13:00,2021-02-08 18:41:00,208,208.0,176.0,1
35601,35604,25.5021,-100.9677,19.6531,-99.1892,23058,Thorton,2021-02-08 15:40:00,2021-02-09 08:02:00,982,982.4000000000001,809.56,1
35601,35597,25.5021,-100.9677,20.721,-103.4845,35472,Thorton,2021-02-08 15:40:00,2021-02-09 07:14:00,934,934.4000000000001,725.02,1
35601,37743,25.5021,-100.9677,19.6368,-99.0499,20717,Thorton,2021-02-08 15:40:00,2021-02-09 08:21:00,1001,1001.6,827.09,1
34674,33703,19.654,-99.1891,19.5374,-98.8335,24850,Thorton,2021-02-08 16:07:00,2021-02-08 17:14:00,67,67.2,49.06,1
33703,37698,19.5374,-98.8335,19.3439,-97.9282,24850,Thorton,2021-02-08 17:14:00,2021-02-08 19:44:00,150,150.4,118.85,1
35130,37747,20.3008,-99.8961,17.9801,-92.991,20206,Thorton,2021-02-08 16:38:00,2021-02-09 09:26:00,1008,1008.0,895.77,1
34657,34665,21.9911,-103.2344,26.0312,-98.2962,33183,Thorton,2021-02-08 18:30:00,2021-02-09 12:07:00,1057,1057.6000000000001,812.22,1
35248,35403,19.6115,-99.2182,25.5778,-103.4072,21518,Thorton,2021-02-08 20:04:00,2021-02-09 15:20:00,1156,1156.8,963.25,1
35597,35596,20.721,-103.4845,19.8885,-99.2431,39481,Thorton,2021-02-08 18:38:00,2021-02-09 04:18:00,580,580.8000000000001,516.13,1
38082,34623,27.4335,-99.5556,19.0548,-98.2081,20525,Thorton,2021-02-08 19:36:00,2021-02-09 19:39:00,1443,1443.2,1222.51,1
35248,35361,19.6115,-99.2182,23.2467,-106.4381,28718,Thorton,2021-02-08 20:12:00,2021-02-09 15:22:00,1150,1150.4,999.23,1
35599,35669,20.3687,-100.7933,19.7193,-99.2175,20737,Thorton,2021-02-08 20:41:00,2021-02-09 01:06:00,265,265.6,227.67,1
35601,35597,25.5021,-100.9677,20.721,-103.4845,20719,Thorton,2021-02-08 21:10:00,2021-02-09 12:44:00,934,934.4000000000001,725.02,1
35601,35597,25.5021,-100.9677,20.721,-103.4845,20755,Thorton,2021-02-08 21:10:00,2021-02-09 12:44:00,934,934.4000000000001,725.02,1
35601,35597,25.5021,-100.9677,20.721,-103.4845,20824,Thorton,2021-02-08 21:10:00,2021-02-09 12:44:00,934,934.4000000000001,725.02,1
35601,35597,25.5021,-100.9677,20.721,-103.4845,20592,Thorton,2021-02-08 21:10:00,2021-02-09 12:44:00,934,934.4000000000001,725.02,1
35599,37816,20.3687,-100.7933,20.9053,-101.3894,34560,Thorton,2021-02-08 21:22:00,2021-02-08 23:50:00,148,148.8,107.58,1
33815,39021,21.0559,-100.4705,19.0915,-98.1917,24997,Thorton,2021-02-08 21:34:00,2021-02-09 04:52:00,438,438.40000000000003,377.69,1
34619,34622,19.0891,-98.1941,18.8585,-97.0805,18030,Thorton,2021-02-09 05:54:00,2021-02-09 08:38:00,164,164.8,146.02,1
34110,38541,19.6196,-99.1802,16.8429,-99.8124,17209,Thorton,2021-02-09 07:00:00,2021-02-09 15:01:00,481,481.6,410.04,1
35599,37771,20.3687,-100.7933,20.6093,-103.4075,27826,Thorton,2021-02-09 05:56:00,2021-02-09 12:53:00,417,417.6,335.78,1
35939,37741,19.7384,-99.2044,19.0648,-98.1591,22420,Thorton,2021-02-09 05:05:00,2021-02-09 08:44:00,219,219.20000000000002,170.7,1
35601,36889,25.5021,-100.9677,27.479,-99.6252,29396,Thorton,2021-02-09 00:56:00,2021-02-09 06:27:00,331,331.20000000000005,285.36,1
34080,34231,20.2764,-98.9544,19.7091,-99.2037,17457,Thorton,2021-02-09 09:42:00,2021-02-09 11:58:00,136,136.0,105.8,1
34080,34231,20.2764,-98.9544,19.7091,-99.2037,18317,Thorton,2021-02-09 09:42:00,2021-02-09 11:58:00,136,136.0,105.8,1
34080,34231,20.2764,-98.9544,19.7091,-99.2037,17582,Thorton,2021-02-09 09:42:00,2021-02-09 11:58:00,136,136.0,105.8,1
34080,34231,20.2764,-98.9544,19.7091,-99.2037,17512,Thorton,2021-02-09 09:42:00,2021-02-09 11:58:00,136,136.0,105.8,1
35248,35364,19.6115,-99.2182,22.7556,-102.5371,19799,Thorton,2021-02-09 05:12:00,2021-02-09 16:41:00,689,689.6,574.14,1
35364,35602,22.7556,-102.5371,22.0765,-100.8912,19799,Thorton,2021-02-09 16:41:00,2021-02-09 21:06:00,265,265.6,199.72,0
35602,36889,22.0765,-100.8912,27.479,-99.6252,19799,Thorton,2021-02-09 21:06:00,2021-02-10 11:46:00,880,880.0,724.35,1
35599,35596,20.3687,-100.7933,19.8885,-99.2431,21168,Thorton,2021-02-09 07:27:00,2021-02-09 11:52:00,265,265.6,221.49,1
35602,36889,22.0765,-100.8912,27.479,-99.6252,31789,Thorton,2021-02-09 08:57:00,2021-02-09 23:37:00,880,880.0,724.35,1
35599,35597,20.3687,-100.7933,20.721,-103.4845,21175,Thorton,2021-02-09 07:36:00,2021-02-09 14:48:00,432,432.0,343.22,1
35599,35596,20.3687,-100.7933,19.8885,-99.2431,35522,Thorton,2021-02-09 10:56:00,2021-02-09 15:21:00,265,265.6,221.49,1
35599,35130,20.3687,-100.7933,20.3008,-99.8961,26411,Thorton,2021-02-09 08:54:00,2021-02-09 11:40:00,166,166.4,134.41,1
35130,39181,20.3008,-99.8961,18.0073,-92.9629,26411,Thorton,2021-02-09 12:03:00,2021-02-10 04:55:00,1012,1012.8000000000001,901.13,1
35601,36889,25.5021,-100.9677,27.479,-99.6252,37550,Thorton,2021-02-09 00:56:00,2021-02-09 06:27:00,331,331.20000000000005,285.36,1
35248,35367,19.6115,-99.2182,21.4944,-104.8817,19808,Thorton,2021-02-09 19:00:00,2021-02-10 08:29:00,809,809.6,717.95,1
35599,35130,20.3687,-100.7933,20.3008,-99.8961,21176,Thorton,2021-02-09 14:27:00,2021-02-09 17:13:00,166,166.4,134.41,1
35130,35596,20.3008,-99.8961,19.8885,-99.2431,21176,Thorton,2021-02-09 23:10:00,2021-02-10 01:37:00,147,147.20000000000002,111.38,1
35601,35596,25.5021,-100.9677,19.8885,-99.2431,29397,Thorton,2021-02-09 02:06:00,2021-02-09 18:18:00,972,972.8000000000001,794.79,1
35602,35596,22.0765,-100.8912,19.8885,-99.2431,20273,Thorton,2021-02-09 00:52:00,2021-02-09 07:54:00,422,422.40000000000003,347.49,1
35599,35598,20.3687,-100.7933,25.8813,-100.2399,20777,Thorton,2021-02-09 11:20:00,2021-02-10 03:20:00,960,960.0,778.63,1
35599,35130,20.3687,-100.7933,20.3008,-99.8961,34176,Thorton,2021-02-09 07:32:00,2021-02-09 10:18:00,166,166.4,134.41,1
35597,35596,20.721,-103.4845,19.8885,-99.2431,32936,Thorton,2021-02-09 10:56:00,2021-02-09 20:36:00,580,580.8000000000001,516.13,1
35602,35596,22.0765,-100.8912,19.8885,-99.2431,31953,Thorton,2021-02-09 15:39:00,2021-02-09 22:41:00,422,422.40000000000003,347.49,1
34080,34231,20.2764,-98.9544,19.7091,-99.2037,17585,Thorton,2021-02-09 09:43:00,2021-02-09 11:59:00,136,136.0,105.8,1
35599,35598,20.3687,-100.7933,25.8813,-100.2399,21169,Thorton,2021-02-09 10:32:00,2021-02-10 02:32:00,960,960.0,778.63,1
35130,35596,20.3008,-99.8961,19.8885,-99.2431,20145,Thorton,2021-02-09 23:12:00,2021-02-10 01:39:00,147,147.20000000000002,111.38,1
35599,35596,20.3687,-100.7933,19.8885,-99.2431,26905,Thorton,2021-02-09 16:38:00,2021-02-09 21:03:00,265,265.6,221.49,1
35601,35596,25.5021,-100.9677,19.8885,-99.2431,29915,Thorton,2021-02-09 12:42:00,2021-02-10 04:54:00,972,972.8000000000001,794.79,1
35601,35130,25.5021,-100.9677,20.3008,-99.8961,32068,Thorton,2021-02-09 10:00:00,2021-02-10 00:22:00,862,862.4000000000001,700.11,1
33815,35801,21.0559,-100.4705,20.0869,-98.3782,18833,Thorton,2021-02-09 05:44:00,2021-02-09 11:50:00,366,366.40000000000003,317.21,1
35801,34080,20.0869,-98.3782,20.2764,-98.9544,18833,Thorton,2021-02-09 11:50:00,2021-02-09 17:53:00,363,110.4,82.12,0
34080,34231,20.2764,-98.9544,19.7091,-99.2037,18833,Thorton,2021-02-09 17:53:00,2021-02-09 20:09:00,136,136.0,105.8,1
35601,37773,25.5021,-100.9677,27.4211,-99.5287,21174,Thorton,2021-02-09 12:56:00,2021-02-09 18:19:00,323,323.20000000000005,278.52,1
37773,35601,27.4211,-99.5287,25.5021,-100.9677,21174,Thorton,2021-02-09 18:19:00,2021-02-09 23:42:00,323,323.20000000000005,278.52,0
35601,35597,25.5021,-100.9677,20.721,-103.4845,21174,Thorton,2021-02-09 23:42:00,2021-02-10 15:16:00,934,934.4000000000001,725.02,1
35248,35360,19.6115,-99.2182,20.6811,-101.3831,19826,Thorton,2021-02-09 08:05:00,2021-02-09 13:49:00,344,344.0,289.18,1
35360,35599,20.6811,-101.3831,20.3687,-100.7933,19826,Thorton,2021-02-09 13:49:00,2021-02-09 15:47:00,118,118.4,86.55,0
35599,35596,20.3687,-100.7933,19.8885,-99.2431,19826,Thorton,2021-02-09 15:47:00,2021-02-09 20:12:00,265,265.6,221.49,1
34619,34649,19.0891,-98.1941,17.0619,-96.7148,18024,Thorton,2021-02-09 05:54:00,2021-02-09 12:19:00,385,385.6,337.09,1
33705,36696,19.7048,-99.2033,20.6143,-100.399,19196,Thorton,2021-02-09 08:43:00,2021-02-09 12:07:00,204,204.8,173.54,1
36696,35599,20.6143,-100.399,20.3687,-100.7933,19196,Thorton,2021-02-09 12:07:00,2021-02-09 16:22:00,255,92.80000000000001,67.54,0
35599,35596,20.3687,-100.7933,19.8885,-99.2431,19196,Thorton,2021-02-09 16:22:00,2021-02-09 20:47:00,265,265.6,221.49,1
35599,35598,20.3687,-100.7933,25.8813,-100.2399,20761,Thorton,2021-02-09 13:27:00,2021-02-10 05:27:00,960,960.0,778.63,1
35248,35414,19.6115,-99.2182,17.9966,-92.9423,19951,Thorton,2021-02-09 11:00:00,2021-02-10 01:52:00,892,892.8000000000001,782.41,1
35599,35596,20.3687,-100.7933,19.8885,-99.2431,20198,Thorton,2021-02-09 13:48:00,2021-02-09 18:13:00,265,265.6,221.49,1
33703,33700,19.5374,-98.8335,19.7268,-101.2069,16505,Thorton,2021-02-09 08:36:00,2021-02-09 14:28:00,352,352.0,313.57,1
35752,35753,18.0072,-93.5873,17.9877,-93.1538,24519,Thorton,2021-02-09 08:45:00,2021-02-09 10:06:00,81,81.60000000000001,56.15,1
35601,37773,25.5021,-100.9677,27.4211,-99.5287,22788,Thorton,2021-02-09 13:15:00,2021-02-09 18:38:00,323,323.20000000000005,278.52,1
35599,35596,20.3687,-100.7933,19.8885,-99.2431,21165,Thorton,2021-02-09 15:39:00,2021-02-09 20:04:00,265,265.6,221.49,1
34313,34314,19.151,-98.8605,19.3521,-99.0317,17471,Thorton,2021-02-09 10:55:00,2021-02-09 11:49:00,54,54.400000000000006,38.8,1
35248,35398,19.6115,-99.2182,25.6634,-100.3833,19955,Thorton,2021-02-09 19:45:00,2021-02-10 13:19:00,1054,1054.4,867.3,1
33703,33700,19.5374,-98.8335,19.7268,-101.2069,41974,Thorton,2021-02-09 11:02:00,2021-02-09 16:54:00,352,352.0,313.57,1
35599,35596,20.3687,-100.7933,19.8885,-99.2431,27562,Thorton,2021-02-09 17:48:00,2021-02-09 22:13:00,265,265.6,221.49,1
35596,35600,19.8885,-99.2431,20.5635,100.2496,27562,Thorton,2021-02-09 22:13:00,2021-02-11 08:53:00,2080,2080.0,1684.75,1
35601,35596,25.5021,-100.9677,19.8885,-99.2431,45073,Thorton,2021-02-09 17:28:00,2021-02-10 09:40:00,972,972.8000000000001,794.79,1
34778,35011,27.5635,-99.5988,17.0655,-96.725,23658,Thorton,2021-02-09 12:00:00,2021-02-10 18:35:00,1835,1835.2,1496.05,1
38082,35011,27.4335,-99.5556,17.0655,-96.725,32392,Thorton,2021-02-09 12:33:00,2021-02-10 18:49:00,1816,1816.0,1553.26,1
38082,35510,27.4335,-99.5556,20.5704,-101.2151,24789,Thorton,2021-02-09 12:38:00,2021-02-10 07:43:00,1145,1145.6000000000001,919.05,1
35601,37773,25.5021,-100.9677,27.4211,-99.5287,44553,Thorton,2021-02-09 18:20:00,2021-02-09 23:43:00,323,323.20000000000005,278.52,1
37773,38082,27.4211,-99.5287,27.4335,-99.5556,44553,Thorton,2021-02-09 23:43:00,2021-02-09 23:52:00,9,9.600000000000001,4.17,0
38082,35011,27.4335,-99.5556,17.0655,-96.725,44553,Thorton,2021-02-09 23:52:00,2021-02-11 06:08:00,1816,1816.0,1553.26,1
35599,35596,20.3687,-100.7933,19.8885,-99.2431,45379,Thorton,2021-02-09 17:48:00,2021-02-09 22:13:00,265,265.6,221.49,1
35596,35581,19.8885,-99.2431,19.389,-98.9778,45379,Thorton,2021-02-09 22:13:00,2021-02-09 23:53:00,100,100.80000000000001,74.39,1
35597,37750,20.721,-103.4845,19.7379,-99.2003,45087,Thorton,2021-02-09 16:02:00,2021-02-10 01:55:00,593,593.6,527.48,1
35601,36889,25.5021,-100.9677,27.479,-99.6252,22942,Thorton,2021-02-09 19:32:00,2021-02-10 01:03:00,331,331.20000000000005,285.36,1
35599,37743,20.3687,-100.7933,19.6368,-99.0499,29589,Thorton,2021-02-09 18:19:00,2021-02-09 23:10:00,291,291.2,251.39,1
38078,34313,14.6765,-92.1556,19.151,-98.8605,45085,Thorton,2021-02-09 17:34:00,2021-02-10 16:17:00,1363,1363.2,1104.93,1
38078,34313,14.6765,-92.1556,19.151,-98.8605,26673,Thorton,2021-02-09 17:44:00,2021-02-10 16:27:00,1363,1363.2,1104.93,1
35599,35598,20.3687,-100.7933,25.8813,-100.2399,32336,Thorton,2021-02-09 18:26:00,2021-02-10 10:26:00,960,960.0,778.63,1
34402,37870,25.6931,-100.1578,17.9704,-92.811,23433,Thorton,2021-02-09 18:32:00,2021-02-11 00:16:00,1784,1784.0,1435.23,1
35248,35392,19.6115,-99.2182,25.6523,-100.3467,34752,Thorton,2021-02-09 19:45:00,2021-02-10 13:27:00,1062,1062.4,870.2,1
35599,36889,20.3687,-100.7933,27.479,-99.6252,33252,Thorton,2021-02-09 19:32:00,2021-02-10 15:03:00,1171,1171.2,966.48,1
38082,34619,27.4335,-99.5556,19.0891,-98.1941,32419,Thorton,2021-02-09 19:32:00,2021-02-10 19:32:00,1440,1440.0,1219.75,1
38063,34619,27.6959,-99.7721,19.0891,-98.1941,24249,Thorton,2021-02-09 19:35:00,2021-02-10 20:23:00,1488,1488.0,1259.5,1
35596,37775,19.8885,-99.2431,18.0398,-92.9048,21066,Thorton,2021-02-09 23:59:00,2021-02-10 15:25:00,926,926.4000000000001,811.02,1
35248,35823,19.6115,-99.2182,20.6835,-103.3379,19803,Thorton,2021-02-09 21:27:00,2021-02-10 07:09:00,582,582.4,519.05,1
35601,35597,25.5021,-100.9677,20.721,-103.4845,20785,Thorton,2021-02-09 20:01:00,2021-02-10 11:35:00,934,934.4000000000001,725.02,1
35601,35597,25.5021,-100.9677,20.721,-103.4845,20667,Thorton,2021-02-09 20:15:00,2021-02-10 11:49:00,934,934.4000000000001,725.02,1
33905,33924,19.5754,-99.2024,16.7654,-93.104,45097,Thorton,2021-02-09 20:18:00,2021-02-10 12:32:00,974,974.4000000000001,860.31,1
35597,37726,20.721,-103.4845,19.0712,-104.2896,38336,Thorton,2021-02-09 20:38:00,2021-02-10 02:25:00,347,347.20000000000005,293.45,1
35597,37726,20.721,-103.4845,19.0712,-104.2896,32363,Thorton,2021-02-09 20:38:00,2021-02-10 02:25:00,347,347.20000000000005,293.45,1
35602,35130,22.0765,-100.8912,20.3008,-99.8961,26598,Thorton,2021-02-09 20:38:00,2021-02-10 01:50:00,312,312.0,252.82,1
35602,35130,22.0765,-100.8912,20.3008,-99.8961,17276,Thorton,2021-02-09 20:38:00,2021-02-10 01:50:00,312,312.0,252.82,1
35601,35597,25.5021,-100.9677,20.721,-103.4845,24107,Thorton,2021-02-09 20:39:00,2021-02-10 12:13:00,934,934.4000000000001,725.02,1
35248,35448,19.6115,-99.2182,26.0752,-98.314,45624,Thorton,2021-02-09 22:03:00,2021-02-10 18:39:00,1236,1236.8000000000002,937.21,1
34660,36267,25.6984,-100.2806,19.4163,-99.1468,38781,Thorton,2021-02-09 22:46:00,2021-02-10 17:13:00,1107,1107.2,906.68,1
34662,34550,21.0251,-101.2579,19.3264,-99.605,41599,Thorton,2021-02-09 23:30:00,2021-02-10 06:19:00,409,409.6,336.1,1
35599,36889,20.3687,-100.7933,27.479,-99.6252,20243,Thorton,2021-02-10 03:09:00,2021-02-10 22:40:00,1171,1171.2,966.48,1
35752,35753,18.0072,-93.5873,17.9877,-93.1538,21872,Thorton,2021-02-10 11:43:00,2021-02-10 13:04:00,81,81.60000000000001,56.15,1
35596,35602,19.8885,-99.2431,22.0765,-100.8912,20150,Thorton,2021-02-10 16:08:00,2021-02-10 23:10:00,422,422.40000000000003,347.49,1
35602,35597,22.0765,-100.8912,20.721,-103.4845,20150,Thorton,2021-02-10 23:10:00,2021-02-11 06:26:00,436,436.8,362.87,1
35752,35753,18.0072,-93.5873,17.9877,-93.1538,21914,Thorton,2021-02-10 07:37:00,2021-02-10 08:58:00,81,81.60000000000001,56.15,1
35601,35596,25.5021,-100.9677,19.8885,-99.2431,29396,Thorton,2021-02-10 10:43:00,2021-02-11 02:55:00,972,972.8000000000001,794.79,1
34080,34231,20.2764,-98.9544,19.7091,-99.2037,18317,Thorton,2021-02-10 08:47:00,2021-02-10 11:03:00,136,136.0,105.8,1
34080,34231,20.2764,-98.9544,19.7091,-99.2037,17582,Thorton,2021-02-10 08:48:00,2021-02-10 11:04:00,136,136.0,105.8,1
34080,34231,20.2764,-98.9544,19.7091,-99.2037,17512,Thorton,2021-02-10 08:48:00,2021-02-10 11:04:00,136,136.0,105.8,1
37955,37953,20.7245,-102.8872,20.7569,-103.4283,36314,Thorton,2021-02-10 09:45:00,2021-02-10 11:21:00,96,96.0,75.75,1
35601,38249,25.5021,-100.9677,27.4936,-99.5148,20605,Thorton,2021-02-10 11:06:00,2021-02-10 16:43:00,337,337.6,286.83,1
35599,35596,20.3687,-100.7933,19.8885,-99.2431,27681,Thorton,2021-02-10 07:19:00,2021-02-10 11:44:00,265,265.6,221.49,1
35601,35597,25.5021,-100.9677,20.721,-103.4845,20583,Thorton,2021-02-10 10:11:00,2021-02-11 01:45:00,934,934.4000000000001,725.02,1
35601,36889,25.5021,-100.9677,27.479,-99.6252,21160,Thorton,2021-02-10 03:49:00,2021-02-10 09:20:00,331,331.20000000000005,285.36,1
35602,36889,22.0765,-100.8912,27.479,-99.6252,25917,Thorton,2021-02-10 14:25:00,2021-02-11 05:05:00,880,880.0,724.35,1
35599,35597,20.3687,-100.7933,20.721,-103.4845,30058,Thorton,2021-02-10 03:10:00,2021-02-10 10:22:00,432,432.0,343.22,1
35599,35565,20.3687,-100.7933,25.7024,-100.323,28313,Thorton,2021-02-10 09:20:00,2021-02-11 01:08:00,948,948.8000000000001,765.29,1
35599,35597,20.3687,-100.7933,20.721,-103.4845,21168,Thorton,2021-02-10 16:08:00,2021-02-10 23:20:00,432,432.0,343.22,1
35597,35130,20.721,-103.4845,20.3008,-99.8961,21168,Thorton,2021-02-10 23:20:00,2021-02-11 08:11:00,531,531.2,436.42,1
35248,35399,19.6115,-99.2182,25.7262,-100.3648,21522,Thorton,2021-02-10 20:09:00,2021-02-11 13:56:00,1067,1067.2,873.27,1
33704,33703,20.6192,-103.3385,19.5374,-98.8335,19056,Thorton,2021-02-10 05:15:00,2021-02-10 15:19:00,604,604.8000000000001,552.14,1
35599,35565,20.3687,-100.7933,25.7024,-100.323,21175,Thorton,2021-02-10 09:20:00,2021-02-11 01:08:00,948,948.8000000000001,765.29,1
35752,35753,18.0072,-93.5873,17.9877,-93.1538,21869,Thorton,2021-02-10 07:32:00,2021-02-10 08:53:00,81,81.60000000000001,56.15,1
35602,36889,22.0765,-100.8912,27.479,-99.6252,37885,Thorton,2021-02-10 16:33:00,2021-02-11 07:13:00,880,880.0,724.35,1
35601,35596,25.5021,-100.9677,19.8885,-99.2431,23271,Thorton,2021-02-10 10:08:00,2021-02-11 02:20:00,972,972.8000000000001,794.79,1
35598,35596,25.8813,-100.2399,19.8885,-99.2431,20652,Thorton,2021-02-10 04:27:00,2021-02-10 22:01:00,1054,1054.4,869.16,1
35602,35130,22.0765,-100.8912,20.3008,-99.8961,29397,Thorton,2021-02-10 18:32:00,2021-02-10 23:44:00,312,312.0,252.82,1
35130,35612,20.3008,-99.8961,20.3027,-99.8957,29397,Thorton,2021-02-10 23:44:00,2021-02-10 23:50:00,6,6.4,4.07,0
35612,35596,20.3027,-99.8957,19.8885,-99.2431,29397,Thorton,2021-02-10 23:50:00,2021-02-11 02:09:00,139,139.20000000000002,111.46,1
35602,35596,22.0765,-100.8912,19.8885,-99.2431,21037,Thorton,2021-02-10 13:24:00,2021-02-10 20:26:00,422,422.40000000000003,347.49,1
35601,37773,25.5021,-100.9677,27.4211,-99.5287,20634,Thorton,2021-02-10 09:42:00,2021-02-10 15:05:00,323,323.20000000000005,278.52,1
37773,35601,27.4211,-99.5287,25.5021,-100.9677,20634,Thorton,2021-02-10 15:05:00,2021-02-10 20:28:00,323,323.20000000000005,278.52,0
35601,35596,25.5021,-100.9677,19.8885,-99.2431,20634,Thorton,2021-02-10 20:28:00,2021-02-11 12:40:00,972,972.8000000000001,794.79,1
35599,35598,20.3687,-100.7933,25.8813,-100.2399,20219,Thorton,2021-02-10 14:18:00,2021-02-11 06:18:00,960,960.0,778.63,1
35601,38249,25.5021,-100.9677,27.4936,-99.5148,44432,Thorton,2021-02-10 13:10:00,2021-02-10 18:47:00,337,337.6,286.83,1
35248,35377,19.6115,-99.2182,20.6462,-105.2194,19825,Thorton,2021-02-10 20:09:00,2021-02-11 12:29:00,980,980.8000000000001,848.62,1
35599,37838,20.3687,-100.7933,31.7492,-106.4465,21231,Thorton,2021-02-10 16:08:00,2021-02-12 00:43:00,1955,1955.2,1575.6,1
34080,34231,20.2764,-98.9544,19.7091,-99.2037,17585,Thorton,2021-02-10 08:48:00,2021-02-10 11:04:00,136,136.0,105.8,1
36166,35596,17.9232,-102.1749,19.8885,-99.2431,23125,Thorton,2021-02-10 17:43:00,2021-02-11 04:43:00,660,660.8000000000001,575.69,1
35602,35581,22.0765,-100.8912,19.389,-98.9778,20232,Thorton,2021-02-10 19:18:00,2021-02-11 03:14:00,476,476.8,403.11,1
34803,36063,19.0813,-98.1492,19.1653,-96.2308,18925,Thorton,2021-02-10 16:34:00,2021-02-10 21:47:00,313,313.6,274.25,1
35601,38072,25.5021,-100.9677,31.6702,-106.3595,29915,Thorton,2021-02-10 16:08:00,2021-02-11 15:13:00,1385,1385.6000000000001,1097.13,1
35907,35598,19.6533,-99.1944,25.8813,-100.2399,20717,Thorton,2021-02-10 11:27:00,2021-02-11 05:20:00,1073,1073.6000000000001,887.25,1
34674,33703,19.654,-99.1891,19.5374,-98.8335,24850,Thorton,2021-02-10 14:00:00,2021-02-10 15:07:00,67,67.2,49.06,1
33703,35741,19.5374,-98.8335,18.8876,-98.9759,24850,Thorton,2021-02-10 15:07:00,2021-02-10 17:32:00,145,145.6,105.9,0
35741,36025,18.8876,-98.9759,19.4163,-99.1468,24850,Thorton,2021-02-10 17:32:00,2021-02-10 19:51:00,139,139.20000000000002,100.9,1
38082,33963,27.4335,-99.5556,20.6312,-103.3899,24997,Thorton,2021-02-10 01:18:00,2021-02-10 21:51:00,1233,1233.6000000000001,990.24,1
35601,38072,25.5021,-100.9677,31.6702,-106.3595,32068,Thorton,2021-02-10 16:10:00,2021-02-11 15:15:00,1385,1385.6000000000001,1097.13,1
35599,35565,20.3687,-100.7933,25.7024,-100.323,21174,Thorton,2021-02-10 15:16:00,2021-02-11 07:04:00,948,948.8000000000001,765.29,1
35752,35753,18.0072,-93.5873,17.9877,-93.1538,24519,Thorton,2021-02-10 07:28:00,2021-02-10 08:49:00,81,81.60000000000001,56.15,1
35599,35567,20.3687,-100.7933,25.7065,-100.3334,29589,Thorton,2021-02-10 14:25:00,2021-02-11 06:12:00,947,947.2,764.85,1
35599,35130,20.3687,-100.7933,20.3008,-99.8961,33252,Thorton,2021-02-10 16:08:00,2021-02-10 18:54:00,166,166.4,134.41,1
35130,33815,20.3008,-99.8961,21.0559,-100.4705,33252,Thorton,2021-02-10 18:54:00,2021-02-10 21:21:00,147,147.20000000000002,116.01,0
33815,34780,21.0559,-100.4705,20.0367,-99.251,33252,Thorton,2021-02-10 21:21:00,2021-02-11 01:37:00,256,256.0,205.37,1
34619,35011,19.0891,-98.1941,17.0655,-96.725,18027,Thorton,2021-02-10 01:32:00,2021-02-10 07:57:00,385,385.6,336.19,1
35599,35598,20.3687,-100.7933,25.8813,-100.2399,45116,Thorton,2021-02-10 17:50:00,2021-02-11 09:50:00,960,960.0,778.63,1
35599,35596,20.3687,-100.7933,19.8885,-99.2431,19510,Thorton,2021-02-10 17:53:00,2021-02-10 22:18:00,265,265.6,221.49,1
35068,35092,19.4769,-99.2291,21.1043,-101.6202,17890,Thorton,2021-02-10 03:36:00,2021-02-10 10:25:00,409,409.6,356.61,1
34150,34386,20.5768,-103.3521,21.5226,-104.9008,23700,Thorton,2021-02-10 05:00:00,2021-02-10 09:20:00,260,260.8,214.16,1
