"VIAJEID","UBICACIONORIGENID","UBICACION_ORIGEN","DESC_UBICACION_ORI","LOCALIDAD_ORI","LATITUD_ORI","LONGITUD_ORI","UBICACIONDESTINOID","UBICACION_DESTINO","DESC_UBICACION_DEST","LOCALIDAD_DEST","LATITUD_DEST","LONGITUD_DEST","DEMORAINICIO","DURACIONVIAJE","HORARIOINICIOID","HI_COMPLETO","TIEMPOINICIOID","HORARIOINICIOREALID","HR_COMPLETO","TIEMPOINICIOREALID","HORARIOFINID","HF_COMPLETO","TIEMPOFINID","UNIDADID","TIPOUNIDADID","TIPOUNIDAD"
203643,37720,"ATT","AT&T/ PLANTA TRES RIOS/ CUAUTITLAN IZCALLI","Cuautitlán Izcalli",19.6961,-99.2115,35616,"coppe","AT&T/ COPPEL/ JALISCO","s/d",20.6483,-103.3416,0,2975,57601,"4:00:00 p.m.",20210210,57601,"4:00:00 p.m.",20210210,63301,"5:35:00 p.m.",20210212,45180,14,"Grúa"
211311,37018,"PARQUE INDUSTRIAL MIRAGE","MIRAGE / PQUE IND / GDL.","TLAJOMULCO",20.4616,-103.5171,37123,"","MIRAGE / REPARTO","",0,0,97,2327,57601,"4:00:00 p.m.",20210225,63421,"5:37:00 p.m.",20210225,30241,"8:24:00 a.m.",20210227,45879,24,"Trailer"
212340,35752,"PELLICER CAMARA ","GAMSA/ PLANTA INGENIO PDTE BENITO JUAREZ/ TAB","INGENIO PDTE BENITO JUAREZ ",18.0072,-93.5873,35753,"COATZACOALCOS-VILLAHERMOSA","GAMSA/ BODEGA AMAZON/ VILLAHERMOSA","TABASCO",17.9877,-93.1538,15,939,57601,"4:00:00 p.m.",20210227,58501,"4:15:00 p.m.",20210227,28441,"7:54:00 a.m.",20210228,45858,18,"Thorton"
203476,34576,"SD","Benag-Ciudad De Mexico","SD",19.4323,-99.1278,34579,"sd","Benag - Chiapas","Ciudad Hidalgo",16.3224,-91.7911,0,1673,57601,"4:00:00 p.m.",20210210,57601,"4:00:00 p.m.",20210210,71581,"7:53:00 p.m.",20210211,45160,14,"Grúa"
203419,34110,"RECURSOS HIDRAULICOS ","PINSA/ GRUPO SID/ TULTITLAN","TULTITLAN",19.6196,-99.1802,33726,"Cuautitlan - Zumpango","PINSA/ CHEDRAUI CEDIS/ ZUMPANGO","Tealoyucan",19.746,-99.1301,0,605,57601,"4:00:00 p.m.",20210210,57601,"4:00:00 p.m.",20210210,7501,"2:05:00 a.m.",20210211,45149,24,"Trailer"
203411,34110,"RECURSOS HIDRAULICOS ","PINSA/ GRUPO SID/ TULTITLAN","TULTITLAN",19.6196,-99.1802,33726,"Cuautitlan - Zumpango","PINSA/ CHEDRAUI CEDIS/ ZUMPANGO","Tealoyucan",19.746,-99.1301,0,605,57601,"4:00:00 p.m.",20210210,57601,"4:00:00 p.m.",20210210,7501,"2:05:00 a.m.",20210211,45148,24,"Trailer"
210789,38648,"Industria Automotriz","AVANTE/ DISTRIBUIDORA TEXTIL/ TOLUCA","Toluca de Lerdo",19.2957,-99.5723,34482,"2 de Noviembre","ELEKTRA TEPOZOTLAN","TEPOZOTLAN ",19.7376,-99.2008,17449,1347,57601,"4:00:00 p.m.",20210212,67741,"6:49:00 p.m.",20210224,62161,"5:16:00 p.m.",20210225,45822,18,"Thorton"
209995,33705,"PROLONGACION SAN LORENZO","MADRILEÑA/ PLANTA MEXICO/ CDMX","CUAUTITLAN IZCALLI",19.7048,-99.2033,37821,"","MADRILEÑA/ ENTREGA DIRECTA","",0,0,41,1545,57601,"4:00:00 p.m.",20210223,60061,"4:41:00 p.m.",20210223,66361,"6:26:00 p.m.",20210224,45729,24,"Trailer"
202945,38648,"Industria Automotriz","AVANTE/ DISTRIBUIDORA TEXTIL/ TOLUCA","Toluca de Lerdo",19.2957,-99.5723,34053,"FRAILE","AVANTE/ PLANTA/ SANTIAGO","Santiago Tianguistenco",19.1731,-99.4757,0,75,57601,"4:00:00 p.m.",20210210,57601,"4:00:00 p.m.",20210210,62101,"5:15:00 p.m.",20210210,41271,24,"Trailer"
199863,34453," ZINAPECUARO- ACAMBARO","AVANTE/ PLANTA/ ZINAPECUARO","Zinapecuaro de Figueroa",19.8763,-100.8161,38648,"Industria Automotriz","AVANTE/ DISTRIBUIDORA TEXTIL/ TOLUCA","Toluca de Lerdo",19.2957,-99.5723,0,250,57601,"4:00:00 p.m.",20210204,57601,"4:00:00 p.m.",20210204,72601,"8:10:00 p.m.",20210204,41270,24,"Trailer"
207903,38648,"Industria Automotriz","AVANTE/ DISTRIBUIDORA TEXTIL/ TOLUCA","Toluca de Lerdo",19.2957,-99.5723,34053,"FRAILE","AVANTE/ PLANTA/ SANTIAGO","Santiago Tianguistenco",19.1731,-99.4757,5,186,57601,"4:00:00 p.m.",20210219,57901,"4:05:00 p.m.",20210219,69061,"7:11:00 p.m.",20210219,41270,24,"Trailer"
204174,38648,"Industria Automotriz","AVANTE/ DISTRIBUIDORA TEXTIL/ TOLUCA","Toluca de Lerdo",19.2957,-99.5723,34053,"FRAILE","AVANTE/ PLANTA/ SANTIAGO","Santiago Tianguistenco",19.1731,-99.4757,100,141,57601,"4:00:00 p.m.",20210212,63601,"5:40:00 p.m.",20210212,72061,"8:01:00 p.m.",20210212,41270,24,"Trailer"
203493,38648,"Industria Automotriz","AVANTE/ DISTRIBUIDORA TEXTIL/ TOLUCA","Toluca de Lerdo",19.2957,-99.5723,34053,"FRAILE","AVANTE/ PLANTA/ SANTIAGO","Santiago Tianguistenco",19.1731,-99.4757,0,105,57601,"4:00:00 p.m.",20210211,57601,"4:00:00 p.m.",20210211,63901,"5:45:00 p.m.",20210211,41270,24,"Trailer"
205485,34611,"Ignacio López Rayon Sur","AVANTE/ PLANTA RAYON/ EDOMEX","RAYON",19.1444,-99.5822,38648,"Industria Automotriz","AVANTE/ DISTRIBUIDORA TEXTIL/ TOLUCA","Toluca de Lerdo",19.2957,-99.5723,0,441,57601,"4:00:00 p.m.",20210215,57601,"4:00:00 p.m.",20210215,84061,"11:21:00 p.m.",20210215,41270,24,"Trailer"
211332,38648,"Industria Automotriz","AVANTE/ DISTRIBUIDORA TEXTIL/ TOLUCA","Toluca de Lerdo",19.2957,-99.5723,34404,"NARCISO BASSOLS","AVANTE/ PLANTA SKINY/ TENANGO DEL VALLE","TENANGO DEL VALLE",19.1094,-99.5867,39,143,57601,"4:00:00 p.m.",20210225,59941,"4:39:00 p.m.",20210225,68521,"7:02:00 p.m.",20210225,41270,24,"Trailer"
201905,34611,"Ignacio López Rayon Sur","AVANTE/ PLANTA RAYON/ EDOMEX","RAYON",19.1444,-99.5822,38648,"Industria Automotriz","AVANTE/ DISTRIBUIDORA TEXTIL/ TOLUCA","Toluca de Lerdo",19.2957,-99.5723,168,115,57601,"4:00:00 p.m.",20210208,67681,"6:48:00 p.m.",20210208,74581,"8:43:00 p.m.",20210208,41269,24,"Trailer"
200583,38648,"Industria Automotriz","AVANTE/ DISTRIBUIDORA TEXTIL/ TOLUCA","Toluca de Lerdo",19.2957,-99.5723,34053,"FRAILE","AVANTE/ PLANTA/ SANTIAGO","Santiago Tianguistenco",19.1731,-99.4757,0,0,57601,"4:00:00 p.m.",20210205,-1,"",0,-1,"",0,41269,24,"Trailer"
205488,38648,"Industria Automotriz","AVANTE/ DISTRIBUIDORA TEXTIL/ TOLUCA","Toluca de Lerdo",19.2957,-99.5723,34053,"FRAILE","AVANTE/ PLANTA/ SANTIAGO","Santiago Tianguistenco",19.1731,-99.4757,0,342,57601,"4:00:00 p.m.",20210215,42181,"11:43:00 a.m.",20210215,62701,"5:25:00 p.m.",20210215,41269,24,"Trailer"
204195,34611,"Ignacio López Rayon Sur","AVANTE/ PLANTA RAYON/ EDOMEX","RAYON",19.1444,-99.5822,38648,"Industria Automotriz","AVANTE/ DISTRIBUIDORA TEXTIL/ TOLUCA","Toluca de Lerdo",19.2957,-99.5723,207,72,57601,"4:00:00 p.m.",20210212,70021,"7:27:00 p.m.",20210212,74341,"8:39:00 p.m.",20210212,41269,24,"Trailer"
202957,38648,"Industria Automotriz","AVANTE/ DISTRIBUIDORA TEXTIL/ TOLUCA","Toluca de Lerdo",19.2957,-99.5723,34611,"Ignacio López Rayon Sur","AVANTE/ PLANTA RAYON/ EDOMEX","RAYON",19.1444,-99.5822,69,220,57601,"4:00:00 p.m.",20210210,61741,"5:09:00 p.m.",20210210,74941,"8:49:00 p.m.",20210210,41269,24,"Trailer"
201907,38648,"Industria Automotriz","AVANTE/ DISTRIBUIDORA TEXTIL/ TOLUCA","Toluca de Lerdo",19.2957,-99.5723,34053,"FRAILE","AVANTE/ PLANTA/ SANTIAGO","Santiago Tianguistenco",19.1731,-99.4757,0,0,57601,"4:00:00 p.m.",20210208,-1,"",0,-1,"",0,41268,24,"Trailer"
200602,34611,"Ignacio López Rayon Sur","AVANTE/ PLANTA RAYON/ EDOMEX","RAYON",19.1444,-99.5822,38648,"Industria Automotriz","AVANTE/ DISTRIBUIDORA TEXTIL/ TOLUCA","Toluca de Lerdo",19.2957,-99.5723,0,0,57601,"4:00:00 p.m.",20210205,-1,"",0,-1,"",0,41268,24,"Trailer"
209516,38648,"Industria Automotriz","AVANTE/ DISTRIBUIDORA TEXTIL/ TOLUCA","Toluca de Lerdo",19.2957,-99.5723,34611,"Ignacio López Rayon Sur","AVANTE/ PLANTA RAYON/ EDOMEX","RAYON",19.1444,-99.5822,1320,61,57601,"4:00:00 p.m.",20210222,50401,"2:00:00 p.m.",20210223,54061,"3:01:00 p.m.",20210223,41268,24,"Trailer"
205477,34453," ZINAPECUARO- ACAMBARO","AVANTE/ PLANTA/ ZINAPECUARO","Zinapecuaro de Figueroa",19.8763,-100.8161,38648,"Industria Automotriz","AVANTE/ DISTRIBUIDORA TEXTIL/ TOLUCA","Toluca de Lerdo",19.2957,-99.5723,0,357,57601,"4:00:00 p.m.",20210215,57601,"4:00:00 p.m.",20210215,79021,"9:57:00 p.m.",20210215,41268,24,"Trailer"
206227,34287,"Los Sauces","EXPEDITORS/ PLANTA SAN MARTIN OBISPO/ EDOMEX","Cuautitlan Izacalli",19.613,-99.2123,38161,"IGNACIO COMONFORT","EXPEDITORS/ TOWN SQUARE METEPEC/ EDOMEX","METEPEC",19.2672,-99.606,0,222,57601,"4:00:00 p.m.",20210217,57121,"3:52:00 p.m.",20210217,70441,"7:34:00 p.m.",20210217,41237,24,"Trailer"
207178,37720,"ATT","AT&T/ PLANTA TRES RIOS/ CUAUTITLAN IZCALLI","Cuautitlán Izcalli",19.6961,-99.2115,38025,"","AT&T/ REPARTO","",0,0,349,5364,57601,"4:00:00 p.m.",20210218,78541,"9:49:00 p.m.",20210218,54781,"3:13:00 p.m.",20210222,41043,18,"Thorton"
211331,38578,"MORELOS ","T. DOBLADO / NAVE3 TEXCOCO/ EDOMEX","TEXCOCO",0,0,38585,"","TRANSPORTES DOBLADO/ REPARTO","",0,0,35,14629,57601,"4:00:00 p.m.",20210225,59701,"4:35:00 p.m.",20210225,73441,"8:24:00 p.m.",20210307,40383,24,"Trailer"
211530,38648,"Industria Automotriz","AVANTE/ DISTRIBUIDORA TEXTIL/ TOLUCA","Toluca de Lerdo",19.2957,-99.5723,34482,"2 de Noviembre","ELEKTRA TEPOZOTLAN","TEPOZOTLAN ",19.7376,-99.2008,0,0,57601,"4:00:00 p.m.",20210225,-1,"",0,-1,"",0,42409,18,"Thorton"
204661,35131,"ESCAPE ","BECKTEL/ PLANTA NAUCALPAN/ CDMX","Naucalpan de Juárez, Estado de México",19.4727,-99.2204,37995,"","BRECKTEL/ ENTREGA DIRECTA","",0,0,0,67,57601,"4:00:00 p.m.",20210212,57541,"3:59:00 p.m.",20210212,61561,"5:06:00 p.m.",20210212,42259,18,"Thorton"
200459,38655,"LIBRAMIENTO APALIZADA","AVANTE/ CONF VILLA VICTORIA/ EDOMEX","Villa Victoria",19.4388,-99.9955,38840,"CRUECE FRONTERIZO","AVANTE EXP/ NUEVO LAREDO/ TAMAULIPAS","NUEVO LAREDO",0,0,0,1383,57601,"4:00:00 p.m.",20210204,57601,"4:00:00 p.m.",20210204,54181,"3:03:00 p.m.",20210205,42176,24,"Trailer"
206384,38578,"MORELOS ","T. DOBLADO / NAVE3 TEXCOCO/ EDOMEX","TEXCOCO",0,0,38585,"","TRANSPORTES DOBLADO/ REPARTO","",0,0,0,4619,57601,"4:00:00 p.m.",20210216,57601,"4:00:00 p.m.",20210216,75541,"8:59:00 p.m.",20210219,40669,24,"Trailer"
211330,38578,"MORELOS ","T. DOBLADO / NAVE3 TEXCOCO/ EDOMEX","TEXCOCO",0,0,38585,"","TRANSPORTES DOBLADO/ REPARTO","",0,0,32,13284,57601,"4:00:00 p.m.",20210225,59521,"4:32:00 p.m.",20210225,78961,"9:56:00 p.m.",20210306,40669,24,"Trailer"
204701,34454,"TEZIUTLAN-ACAJETE","SAN MARCOS/ PLANTA/ PUEBLA","CD DE RAFAEL LARA GRAJALES",19.232,-97.7988,38029,"","SAN MARCOS/ ENTREGA DIRECTA","",0,0,42,431,57601,"4:00:00 p.m.",20210212,60121,"4:42:00 p.m.",20210212,85981,"11:53:00 p.m.",20210212,41339,18,"Thorton"
200453,37835,"Texcoco","EXPEDITORS/ AEROPUERTO INTERNACIONAL/ CDMX","Benito Juarez",19.4434,-99.0703,38234,"Carpinteros","EXPEDITORS/ TRASCOMSA/ CUAUTITLAN IZC.","Cuautitlán Izcalli",19.6867,-99.1891,0,751,57601,"4:00:00 p.m.",20210204,57601,"4:00:00 p.m.",20210204,16261,"4:31:00 a.m.",20210205,39819,13,"Pipa"
203369,34462,"CENTEOTL","PROMOTORA 1800/ PLANTA/ CIUDAD DE MEXICO","AZCAPOTZALCO",19.4808,-99.1953,34466,"13 ORIENTE","PROMOTORA 1800/ TRANSPORTE CONSOLID/ TEHUACAN","TEHUACAN",18.4534,-97.3919,0,1473,57601,"4:00:00 p.m.",20210210,57601,"4:00:00 p.m.",20210210,59581,"4:33:00 p.m.",20210211,39718,13,"Pipa"
210169,34462,"CENTEOTL","PROMOTORA 1800/ PLANTA/ CIUDAD DE MEXICO","AZCAPOTZALCO",19.4808,-99.1953,34466,"13 ORIENTE","PROMOTORA 1800/ TRANSPORTE CONSOLID/ TEHUACAN","TEHUACAN",18.4534,-97.3919,0,1347,57601,"4:00:00 p.m.",20210223,53941,"2:59:00 p.m.",20210223,48361,"1:26:00 p.m.",20210224,39718,13,"Pipa"
201758,34110,"RECURSOS HIDRAULICOS ","PINSA/ GRUPO SID/ TULTITLAN","TULTITLAN",19.6196,-99.1802,34112,"CUAUTITLAN-TEPOZOTLAN","PINSA/ WALMART CEDIS LA LUZ/ EDOMEX","CUAUTITLAN",19.6946,-99.2002,0,646,57601,"4:00:00 p.m.",20210208,57601,"4:00:00 p.m.",20210208,9961,"2:46:00 a.m.",20210209,39014,24,"Trailer"
203779,34114,"Jesus Kumate","PINSA/ PORTEO SUCURSAL/ CULIACAN","Culiacan",24.7591,-107.4507,34203,"Jesus Kumate","PINSA/ OXXO CEDIS CULIACAN/ SINALOA","Culiacan",24.7535,-107.4529,123,199,57601,"4:00:00 p.m.",20210211,64981,"6:03:00 p.m.",20210211,76921,"9:22:00 p.m.",20210211,38211,13,"Pipa"
203426,34114,"Jesus Kumate","PINSA/ PORTEO SUCURSAL/ CULIACAN","Culiacan",24.7591,-107.4507,34203,"Jesus Kumate","PINSA/ OXXO CEDIS CULIACAN/ SINALOA","Culiacan",24.7535,-107.4529,0,607,57601,"4:00:00 p.m.",20210210,57601,"4:00:00 p.m.",20210210,7621,"2:07:00 a.m.",20210211,38211,13,"Pipa"
207708,36783,"URANIO","TMC/ URANIO NUEVA INDUSTRIAL/ VALLEJO","NUEVA INDUSTRIAL VALLEJO",19.5152,-99.1512,36866,"BLVD. PACIFICO","TMC/ CEDIS TIJUANA/ TIJUANA","TIJUANA",32.454,-116.9787,9,5694,57601,"4:00:00 p.m.",20210218,58141,"4:09:00 p.m.",20210218,54181,"3:03:00 p.m.",20210222,39594,24,"Trailer"
201017,34347,"LOPEZ PORTILLO ","GALDISA/ GP COOLER/ TULTITLAN","TULTITLAN",19.6191,-99.1674,35061,"TEJOCOTES","GALDISA/ CEDIS SAN MARTIN OBISPO/ EDOMEX","CUAUTITLAN  IZCALLI",19.6042,-99.2145,1440,1441,57601,"4:00:00 p.m.",20210205,57601,"4:00:00 p.m.",20210206,57661,"4:01:00 p.m.",20210207,38677,24,"Trailer"
204512,34347,"LOPEZ PORTILLO ","GALDISA/ GP COOLER/ TULTITLAN","TULTITLAN",19.6191,-99.1674,35061,"TEJOCOTES","GALDISA/ CEDIS SAN MARTIN OBISPO/ EDOMEX","CUAUTITLAN  IZCALLI",19.6042,-99.2145,151,655,57601,"4:00:00 p.m.",20210212,66661,"6:31:00 p.m.",20210212,19561,"5:26:00 a.m.",20210213,38677,24,"Trailer"
210717,34110,"RECURSOS HIDRAULICOS ","PINSA/ GRUPO SID/ TULTITLAN","TULTITLAN",19.6196,-99.1802,33726,"Cuautitlan - Zumpango","PINSA/ CHEDRAUI CEDIS/ ZUMPANGO","Tealoyucan",19.746,-99.1301,0,499,57601,"4:00:00 p.m.",20210224,57061,"3:51:00 p.m.",20210224,601,"12:10:00 a.m.",20210225,38495,18,"Thorton"
205784,37018,"PARQUE INDUSTRIAL MIRAGE","MIRAGE / PQUE IND / GDL.","TLAJOMULCO",20.4616,-103.5171,37123,"","MIRAGE / REPARTO","",0,0,43,2797,57601,"4:00:00 p.m.",20210215,60181,"4:43:00 p.m.",20210215,55201,"3:20:00 p.m.",20210217,36323,24,"Trailer"
209940,34110,"RECURSOS HIDRAULICOS ","PINSA/ GRUPO SID/ TULTITLAN","TULTITLAN",19.6196,-99.1802,34112,"CUAUTITLAN-TEPOZOTLAN","PINSA/ WALMART CEDIS LA LUZ/ EDOMEX","CUAUTITLAN",19.6946,-99.2002,0,969,57601,"4:00:00 p.m.",20210223,57601,"4:00:00 p.m.",20210223,29341,"8:09:00 a.m.",20210224,36934,24,"Trailer"
209118,38017,"","CTS/ ORIGENES VARIOS","",0,0,38003,"","CTS/ ENTREGA DIRECTA","",0,0,0,0,57601,"4:00:00 p.m.",20210221,-1,"",0,-1,"",0,36171,24,"Trailer"
201778,37720,"ATT","AT&T/ PLANTA TRES RIOS/ CUAUTITLAN IZCALLI","Cuautitlán Izcalli",19.6961,-99.2115,35616,"coppe","AT&T/ COPPEL/ JALISCO","s/d",20.6483,-103.3416,0,3994,57601,"4:00:00 p.m.",20210208,57601,"4:00:00 p.m.",20210208,38041,"10:34:00 a.m.",20210211,35468,18,"Thorton"
208248,34347,"LOPEZ PORTILLO ","GALDISA/ GP COOLER/ TULTITLAN","TULTITLAN",19.6191,-99.1674,38118,"MEXICO CUAUTLA","GALDISA/ CEDIS CHALCO/ EDOMEX","CHALCO",19.2499,-98.8704,120,467,57601,"4:00:00 p.m.",20210219,64801,"6:00:00 p.m.",20210219,6421,"1:47:00 a.m.",20210220,37365,18,"Thorton"
202173,34807,"LEON-SALAMANCA","FERRERO/ ECODELI/ LEON GTO","LEON GTO",21.0685,-101.6787,36882,"Av Francisco I. Madero Ot","FERRERO/ PARQUE INDUSTRIAL/ MORELIA","Morelia",19.7329,-101.1299,0,940,57601,"4:00:00 p.m.",20210208,57601,"4:00:00 p.m.",20210208,27601,"7:40:00 a.m.",20210209,35882,13,"Pipa"
209499,34807,"LEON-SALAMANCA","FERRERO/ ECODELI/ LEON GTO","LEON GTO",21.0685,-101.6787,36882,"Av Francisco I. Madero Ot","FERRERO/ PARQUE INDUSTRIAL/ MORELIA","Morelia",19.7329,-101.1299,0,194,57601,"4:00:00 p.m.",20210222,57601,"4:00:00 p.m.",20210222,69241,"7:14:00 p.m.",20210222,35882,13,"Pipa"
203462,34807,"LEON-SALAMANCA","FERRERO/ ECODELI/ LEON GTO","LEON GTO",21.0685,-101.6787,36882,"Av Francisco I. Madero Ot","FERRERO/ PARQUE INDUSTRIAL/ MORELIA","Morelia",19.7329,-101.1299,0,300,57601,"4:00:00 p.m.",20210210,57601,"4:00:00 p.m.",20210210,75601,"9:00:00 p.m.",20210210,35882,13,"Pipa"
204758,34660,"sd","S.E. Nuevo Leon ","Monterrey",25.6984,-100.2806,34665,"sd","S.E. Tamaulipas ","Reynosa",26.0312,-98.2962,120,1187,57601,"4:00:00 p.m.",20210214,64801,"6:00:00 p.m.",20210214,49621,"1:47:00 p.m.",20210215,37254,18,"Thorton"
204693,35488,"Cto concorde","STEREN/ PLANTA TLALNEPANTLA/ EDOMEX","tlalnepantla",19.5719,-99.2111,38321,"MEX 115","STEREN/ WALMART CHALCO/ EDOMEX","SD",19.2499,-98.8682,0,193,57601,"4:00:00 p.m.",20210212,57601,"4:00:00 p.m.",20210212,69181,"7:13:00 p.m.",20210212,37175,24,"Trailer"
201814,33703,"REFORMA ","AMSA/ CEDIS TEXCOCO/ EDOMEX","TEXCOCO DE MORA",19.5374,-98.8335,37823,"","AMSA/ ENTREGA DIRECTA","",0,0,31,1025,57601,"4:00:00 p.m.",20210207,59461,"4:31:00 p.m.",20210207,34561,"9:36:00 a.m.",20210208,35749,18,"Thorton"
209501,37018,"PARQUE INDUSTRIAL MIRAGE","MIRAGE / PQUE IND / GDL.","TLAJOMULCO",20.4616,-103.5171,37026,"AV.FIDELIDAD LOTE2 MZ 1 ","MIRAGE / AIRPAC / VERACRUZ, AV.FIDELIDAD","BRUNO PAGLIAI",19.1659,-96.2253,0,2963,57601,"4:00:00 p.m.",20210222,55741,"3:29:00 p.m.",20210222,60721,"4:52:00 p.m.",20210224,32593,24,"Trailer"
202163,37018,"PARQUE INDUSTRIAL MIRAGE","MIRAGE / PQUE IND / GDL.","TLAJOMULCO",20.4616,-103.5171,37127,"Calle V. CARRANZA","MIRAGE / PAIR  / TORREON","SALTILLO; COAH					",0,0,78,1088,57601,"4:00:00 p.m.",20210208,62281,"5:18:00 p.m.",20210208,41161,"11:26:00 a.m.",20210209,32520,18,"Thorton"
211901,37018,"PARQUE INDUSTRIAL MIRAGE","MIRAGE / PQUE IND / GDL.","TLAJOMULCO",20.4616,-103.5171,37123,"","MIRAGE / REPARTO","",0,0,196,1046,57601,"4:00:00 p.m.",20210226,69361,"7:16:00 p.m.",20210226,45721,"12:42:00 p.m.",20210227,32399,24,"Trailer"
211908,37018,"PARQUE INDUSTRIAL MIRAGE","MIRAGE / PQUE IND / GDL.","TLAJOMULCO",20.4616,-103.5171,37123,"","MIRAGE / REPARTO","",0,0,220,3903,57601,"4:00:00 p.m.",20210226,70801,"7:40:00 p.m.",20210226,45781,"12:43:00 p.m.",20210301,32374,24,"Trailer"
211315,37018,"PARQUE INDUSTRIAL MIRAGE","MIRAGE / PQUE IND / GDL.","TLAJOMULCO",20.4616,-103.5171,37020,"BOULEVARD LAZARO CARDENAS","MIRAGE / COMERCIALIZADORA DE CLIMAS /MEXICALI","MEXICALI ",32.6254,-115.4324,113,4163,57601,"4:00:00 p.m.",20210225,64381,"5:53:00 p.m.",20210225,54961,"3:16:00 p.m.",20210228,32258,24,"Trailer"
202139,33925,"Puerto Mazatlan","PINSA/ PLANTA/ MAZATLAN","Mazatlan",23.2139,-106.3961,33973,"PONIENTE 140","PINSA/ CITY FRESCOS VALLEJO/ CDMX","AZCAPOTZALCO",19.4953,-99.1558,0,2561,57601,"4:00:00 p.m.",20210208,57601,"4:00:00 p.m.",20210208,38461,"10:41:00 a.m.",20210210,28646,24,"Trailer"
211915,37018,"PARQUE INDUSTRIAL MIRAGE","MIRAGE / PQUE IND / GDL.","TLAJOMULCO",20.4616,-103.5171,37048,"TORRES QUINTERO","MIRAGE / CARLOS CAMACHO / COLIMA","COLIMA",0,0,254,957,57601,"4:00:00 p.m.",20210226,72841,"8:14:00 p.m.",20210226,43861,"12:11:00 p.m.",20210227,32176,18,"Thorton"
200480,38017,"","CTS/ ORIGENES VARIOS","",0,0,38004,"","CTS/ REPARTO","",0,0,0,1698,57601,"4:00:00 p.m.",20210204,57601,"4:00:00 p.m.",20210204,73081,"8:18:00 p.m.",20210205,32925,18,"Thorton"
207651,37018,"PARQUE INDUSTRIAL MIRAGE","MIRAGE / PQUE IND / GDL.","TLAJOMULCO",20.4616,-103.5171,37063," Calle 13 SUR # 121","MIRAGE / MUEBLERIAS VALDEZ / CULIACAN","CULIACAN",0,0,66,1535,57601,"4:00:00 p.m.",20210218,61561,"5:06:00 p.m.",20210218,67261,"6:41:00 p.m.",20210219,34287,24,"Trailer"
211899,37018,"PARQUE INDUSTRIAL MIRAGE","MIRAGE / PQUE IND / GDL.","TLAJOMULCO",20.4616,-103.5171,37148,"FRANCISCO I. MADERO","MIRAGE / CORESA / MONTERREY","MOTERREY",25.6856,-100.3268,189,2912,57601,"4:00:00 p.m.",20210226,68941,"7:09:00 p.m.",20210226,70861,"7:41:00 p.m.",20210228,33547,24,"Trailer"
205789,34807,"LEON-SALAMANCA","FERRERO/ ECODELI/ LEON GTO","LEON GTO",21.0685,-101.6787,36882,"Av Francisco I. Madero Ot","FERRERO/ PARQUE INDUSTRIAL/ MORELIA","Morelia",19.7329,-101.1299,0,350,57601,"4:00:00 p.m.",20210215,57601,"4:00:00 p.m.",20210215,78601,"9:50:00 p.m.",20210215,29912,13,"Pipa"
210704,34807,"LEON-SALAMANCA","FERRERO/ ECODELI/ LEON GTO","LEON GTO",21.0685,-101.6787,36882,"Av Francisco I. Madero Ot","FERRERO/ PARQUE INDUSTRIAL/ MORELIA","Morelia",19.7329,-101.1299,0,454,57601,"4:00:00 p.m.",20210224,57601,"4:00:00 p.m.",20210224,84841,"11:34:00 p.m.",20210224,29912,13,"Pipa"
206385,34462,"CENTEOTL","PROMOTORA 1800/ PLANTA/ CIUDAD DE MEXICO","AZCAPOTZALCO",19.4808,-99.1953,34466,"13 ORIENTE","PROMOTORA 1800/ TRANSPORTE CONSOLID/ TEHUACAN","TEHUACAN",18.4534,-97.3919,0,0,57601,"4:00:00 p.m.",20210216,-1,"",0,-1,"",0,25974,18,"Thorton"
206998,34110,"RECURSOS HIDRAULICOS ","PINSA/ GRUPO SID/ TULTITLAN","TULTITLAN",19.6196,-99.1802,33894,"Av tejocotes","PINSA/ SAMS CEDIS SAN MARTIN OBISPO/ EDOMEX","Lecheria",19.6042,-99.2145,13,574,57601,"4:00:00 p.m.",20210217,58381,"4:13:00 p.m.",20210217,6421,"1:47:00 a.m.",20210218,28067,24,"Trailer"
202204,34110,"RECURSOS HIDRAULICOS ","PINSA/ GRUPO SID/ TULTITLAN","TULTITLAN",19.6196,-99.1802,33973,"PONIENTE 140","PINSA/ CITY FRESCOS VALLEJO/ CDMX","AZCAPOTZALCO",19.4953,-99.1558,0,2564,57601,"4:00:00 p.m.",20210208,57601,"4:00:00 p.m.",20210208,38641,"10:44:00 a.m.",20210210,28066,24,"Trailer"
199798,34110,"RECURSOS HIDRAULICOS ","PINSA/ GRUPO SID/ TULTITLAN","TULTITLAN",19.6196,-99.1802,34172,"LECHERIA -CHAMAPA","PINSA/ ZORRO ABARROTERO/ SMO"," Cuautitlán Izcalli",19.613,-99.2184,0,362,57601,"4:00:00 p.m.",20210203,57601,"4:00:00 p.m.",20210203,79321,"10:02:00 p.m.",20210203,28057,24,"Trailer"
204382,34110,"RECURSOS HIDRAULICOS ","PINSA/ GRUPO SID/ TULTITLAN","TULTITLAN",19.6196,-99.1802,33726,"Cuautitlan - Zumpango","PINSA/ CHEDRAUI CEDIS/ ZUMPANGO","Tealoyucan",19.746,-99.1301,66,435,57601,"4:00:00 p.m.",20210212,61561,"5:06:00 p.m.",20210212,1261,"12:21:00 a.m.",20210213,28057,24,"Trailer"
